Time[s];I[A]
911.57688;16.99234245
912.57696;16.99234245
913.57704;16.99428888
914.57712;16.99428888
915.5772;16.99428888
916.57692;16.99234245
917.577;16.99428888
918.57708;16.99234245
919.57716;16.99428888
920.57688;16.99234245
921.57696;16.99234245
922.57704;16.99234245
923.57712;16.99234245
924.5772;16.99234245
925.57692;16.99234245
926.577;16.99234245
927.57708;16.99428888
928.57716;16.99234245
929.57688;16.99234245
930.57696;16.99234245
931.57704;16.99428888
932.57712;16.99428888
933.57684;16.99428888
934.57692;16.99234245
935.577;16.99428888
936.57708;16.99623531
937.57716;16.99234245
938.57688;16.99234245
939.57696;16.99234245
940.57704;16.99234245
941.57712;16.99234245
942.5772;16.99234245
943.57692;16.99234245
944.577;16.99234245
945.57708;16.99428888
946.57716;16.99234245
947.57688;16.99234245
948.57696;16.99234245
949.57704;16.99234245
950.57712;16.99234245
951.5772;16.99234245
952.57692;16.99234245
953.577;16.99234245
954.57708;16.99234245
955.57716;16.99428888
956.57688;16.99234245
957.57696;16.99234245
958.57704;16.99234245
959.57712;16.99234245
960.5772;16.99428888
961.57692;16.99428888
962.577;16.99234245
963.57708;16.99428888
964.57716;16.99234245
965.57688;16.99234245
966.57696;16.99428888
967.57704;16.99234245
968.57712;16.99234245
969.5772;16.99428888
970.57692;16.99428888
971.577;16.99428888
972.57708;16.99428888
973.57716;16.99234245
974.57688;16.99428888
975.57696;16.99428888
976.57704;16.99623531
977.57712;16.99234245
978.5772;16.99428888
979.57692;16.99428888
980.577;16.99428888
981.57708;16.99428888
982.57716;16.99428888
983.57688;16.99234245
984.57696;16.99234245
985.57704;16.99428888
986.57712;16.99234245
987.5772;16.99428888
988.57692;16.99428888
989.577;16.99234245
990.57708;16.99234245
991.57716;16.99428888
992.57688;16.99234245
993.57696;16.99234245
994.57704;16.99234245
995.57712;16.99428888
996.5772;16.99428888
997.57692;16.99234245
998.577;16.99234245
999.57708;16.99428888
1000.57716;16.99234245
1001.57688;16.99428888
1002.57696;16.99234245
1003.57704;16.99234245
1004.57712;16.99234245
1005.5772;16.99234245
1006.57692;16.99428888
1007.577;16.99234245
1008.57708;16.99234245
1009.57716;16.99428888
1010.57688;16.99234245
1011.57696;16.99234245
1012.57704;16.99428888
1013.57712;16.99428888
1014.57684;16.99234245
1015.57692;16.99234245
1016.577;16.99428888
1017.57708;16.99428888
1018.57716;16.99428888
1019.57688;16.99428888
1020.57696;16.99234245
1021.57704;16.99234245
1022.57712;16.99428888
1023.5772;16.99234245
1024.57692;16.99234245
1025.577;16.99234245
1026.57708;16.99428888
1027.57716;16.99234245
1028.57688;16.99234245
1029.57696;16.99234245
1030.57704;16.99428888
1031.57712;16.99428888
1032.57684;16.99234245
1033.57692;16.99234245
1034.577;16.99234245
1035.57708;16.99234245
1036.57716;16.99234245
1037.57688;16.99428888
1038.57696;16.99234245
1039.57704;16.99234245
1040.57712;16.99234245
1041.5772;16.99039602
1042.57692;16.99234245
1043.577;16.99428888
1044.57708;16.99234245
1045.57716;16.99428888
1046.57688;16.99234245
1047.57696;16.99234245
1048.57704;16.99234245
1049.57712;16.99234245
1050.5772;16.99428888
1051.57692;16.99428888
1052.577;16.99234245
1053.57708;16.99234245
1054.57716;16.99428888
1055.57688;16.99428888
1056.57696;16.99428888
1057.57704;16.99234245
1058.57712;16.99234245
1059.5772;16.99234245
1060.57692;16.99428888
1061.577;16.99234245
1062.57708;16.99234245
1063.57716;16.99234245
1064.57688;16.99234245
1065.57696;16.99428888
1066.57704;16.99428888
1067.57712;16.99039602
1068.5772;16.99039602
1069.57692;16.99428888
1070.577;16.99428888
1071.57708;16.99234245
1072.57716;16.99234245
1073.57688;16.99234245
1074.57696;16.99428888
1075.57704;16.99428888
1076.57712;16.99428888
1077.57684;16.99234245
1078.57692;16.99234245
1079.577;16.99428888
1080.57708;16.99234245
1081.57716;16.99428888
1082.57688;16.99428888
1083.57696;16.99234245
1084.57704;16.99234245
1085.57712;16.99234245
1086.5772;16.99234245
1087.57692;16.99234245
1088.577;16.99234245
1089.57708;16.99428888
1090.57716;16.99234245
1091.57688;16.99234245
1092.57696;16.99428888
1093.57704;16.99039602
1094.57712;16.99234245
1095.57684;16.99234245
1096.57692;16.99234245
1097.577;16.99428888
1098.57708;16.99234245
1099.57716;16.99234245
1100.57688;16.99428888
1101.57696;16.99428888
1102.57704;16.99428888
1103.57712;16.99234245
1104.5772;16.99234245
1105.57692;16.99234245
1106.577;16.99234245
1107.57708;16.99428888
1108.57716;16.99234245
1109.57688;16.99428888
1110.57696;16.99428888
1111.57704;16.99234245
1112.57712;16.99428888
1113.5772;16.99428888
1114.57692;16.99234245
1115.577;16.99234245
1116.57708;16.99428888
1117.57716;16.99234245
1118.57688;16.99234245
1119.57696;16.99428888
1120.57704;16.99234245
1121.57712;16.99428888
1122.5772;16.99234245
1123.57692;16.99234245
1124.577;16.99234245
1125.57708;16.99234245
1126.57716;16.99234245
1127.57688;16.99234245
1128.57696;16.99234245
1129.57704;16.99234245
1130.57712;16.99234245
1131.5772;16.99234245
1132.57692;16.99234245
1133.577;16.99234245
1134.57708;16.99234245
1135.57716;16.99234245
1136.57688;16.99623531
1137.57696;16.99428888
1138.57704;16.99234245
1139.57712;16.99428888
1140.5772;16.99234245
1141.57692;16.99428888
1142.577;16.99428888
1143.57708;16.99234245
1144.57716;16.99234245
1145.57688;16.99428888
1146.57696;16.99234245
1147.57704;16.99234245
1148.57712;16.99234245
1149.57684;16.99428888
1150.57692;16.99234245
1151.577;16.99234245
1152.57708;16.99428888
1153.57716;16.99234245
1154.57688;16.99234245
1155.57696;16.99234245
1156.57704;16.99234245
1157.57712;16.99428888
1158.5772;16.99234245
1159.57692;16.99234245
1160.577;16.99234245
1161.57708;16.99234245
1162.57716;16.99428888
1163.57688;16.99234245
1164.57696;16.99428888
1165.57704;16.99234245
1166.57712;16.99234245
1167.57684;16.99428888
1168.57692;16.99428888
1169.577;16.99428888
1170.57708;16.99039602
1171.57716;16.99234245
1172.57688;16.99234245
1173.57696;16.99234245
1174.57704;16.99428888
1175.57712;16.99428888
1176.57684;16.99428888
1177.57692;16.99234245
1178.577;16.99234245
1179.57708;16.99234245
1180.57716;16.99428888
1181.57688;16.99234245
1182.57696;16.99234245
1183.57704;16.99428888
1184.57712;16.99428888
1185.5772;16.99234245
1186.57692;16.99234245
1187.577;16.99428888
1188.57708;16.99234245
1189.57716;16.99234245
1190.57688;16.99234245
1191.57696;16.99428888
1192.57704;16.99428888
1193.57712;16.99428888
1194.5772;16.99234245
1195.57692;16.99234245
1196.577;16.99428888
1197.57708;16.99428888
1198.57716;16.99428888
1199.57688;16.99234245
1200.57696;16.99428888
1201.57704;16.99234245
1202.57712;16.99234245
1203.57684;16.99234245
1204.57692;16.99234245
1205.577;16.99234245
1206.57708;16.99234245
1207.57716;16.99428888
1208.57688;16.99428888
1209.57696;16.99234245
1210.57704;16.99428888
1211.57712;16.99428888
1212.57684;16.99234245
1213.57692;16.99234245
1214.577;16.99234245
1215.57708;16.99039602
1216.57716;16.99234245
1217.57688;16.99234245
1218.57696;16.99428888
1219.57704;16.99234245
1220.57712;16.99428888
1221.5772;16.99234245
1222.57692;16.99428888
1223.577;16.99234245
1224.57708;16.99234245
1225.57716;16.99234245
1226.57688;16.99234245
1227.57696;16.99428888
1228.57704;16.99428888
1229.57712;16.99234245
1230.57684;16.99234245
1231.57692;16.99234245
1232.577;16.99428888
1233.57708;16.99623531
1234.57716;16.99234245
1235.57688;16.99039602
1236.57696;16.99234245
1237.57704;16.99428888
1238.57712;16.99428888
1239.5772;16.99234245
1240.57692;16.99234245
1241.577;16.99428888
1242.57708;16.99428888
1243.57716;16.99234245
1244.57688;16.99234245
1245.57696;16.99428888
1246.57704;16.99428888
1247.57712;16.99234245
1248.5772;16.99428888
1249.57692;16.99234245
1250.577;16.99428888
1251.57708;16.99428888
1252.57716;16.99623531
1253.57688;16.99428888
1254.57696;16.99428888
1255.57704;16.99428888
1256.57712;16.99428888
1257.5772;16.99428888
1258.57692;16.99234245
1259.577;16.99428888
1260.57708;16.99234245
1261.57716;16.99234245
1262.57688;16.99234245
1263.57696;16.99428888
1264.57704;16.99428888
1265.57712;16.99428888
1266.5772;16.99428888
1267.57692;16.99234245
1268.577;16.99234245
1269.57708;16.99234245
