SEI Model,Multiplier,Param Value,Initial SOC,Days,Voltage Before (V),Voltage After (V),Delta V (V),SEI Thickness (m),Loss of Lithium Inventory (%)
reaction limited,10.0,1e-11,0.9,47,3.9039593531892676,3.9009044353595863,0.0030549178296812585,3.4323320982047834e-08,0.40257760711727997
reaction limited,10.0,1e-11,0.9,48,3.9039593529501317,3.9008526144438807,0.0031067385062510944,3.492977621321076e-08,0.4109035841308213
reaction limited,10.0,1e-11,0.9,49,3.903959352671662,3.9008012192910613,0.0031581333806007805,3.553571241452412e-08,0.4192224353638494
reaction limited,10.0,1e-11,0.9,50,3.903959352425306,3.9007502331585275,0.0032091192667782487,3.614110297005117e-08,0.4275337955041607
reaction limited,10.0,1e-11,0.9,51,3.903959353473791,3.9006996745421243,0.0032596789316667873,3.674584603767387e-08,0.43583626631235006
reaction limited,10.0,1e-11,0.9,52,3.9039593532369317,3.9006495003496893,0.0033098528872423927,3.7350242993652204e-08,0.44413398543477456
reaction limited,10.0,1e-11,0.9,53,3.9039593530017918,3.90059976834029,0.0033595846615015468,3.7953579582319116e-08,0.45241714678681433
reaction limited,10.0,1e-11,0.9,54,3.903959352778898,3.900550430711082,0.003408922067816178,3.855648506309864e-08,0.4606943894842459
reaction limited,10.0,1e-11,0.9,55,3.903959352548692,3.900501491714275,0.0034578608344171258,3.915869242252286e-08,0.46896204786398243
reaction limited,10.0,1e-11,0.9,56,3.9039593523057308,3.9004529093073037,0.0035064429984270618,3.976072285150993e-08,0.47722727704439194
reaction limited,10.0,1e-11,0.9,57,3.9039593520813676,3.900404726821618,0.0035546252597495887,4.03619612733472e-08,0.4854816328789866
reaction limited,10.0,1e-11,0.9,58,3.903959351850765,3.9003569259420727,0.0036024259086921973,4.0962698901405114e-08,0.49372911333449565
reaction limited,10.0,1e-11,0.9,59,3.903959352233371,3.9003094910361735,0.003649861197197346,4.156288418739786e-08,0.5019690107435224
reaction limited,10.0,1e-11,0.9,60,3.903959351706689,3.90026243219617,0.003696919510518981,4.2162508426237316e-08,0.5102012055818079
reaction limited,10.0,1e-11,0.9,61,3.9039593607519283,3.9002157414996557,0.003743619252272623,4.27614762657507e-08,0.5184243887504323
reaction limited,10.0,1e-11,0.9,62,3.9039593606728835,3.9001694121215396,0.003789948551343958,4.3359975642796596e-08,0.5266411404062694
reaction limited,10.0,1e-11,0.9,63,3.903959360587346,3.9001234177024386,0.0038359428849075172,4.3958115006359427e-08,0.5348529495099683
reaction limited,10.0,1e-11,0.9,64,3.903959360514156,3.900077795430084,0.003881565084071781,4.4555380981774706e-08,0.5430527679551176
reaction limited,10.0,1e-11,0.9,65,3.9039593604370504,3.9000325087886614,0.003926851648389018,4.515236726467197e-08,0.551248746467877
reaction limited,10.0,1e-11,0.9,66,3.9039593603625606,3.89998756703981,0.00397179332275055,4.574878920416376e-08,0.5594369771315968
reaction limited,10.0,1e-11,0.9,67,3.903959360279418,3.8999429852785155,0.00401637500090235,4.634431477461852e-08,0.5676129016558775
reaction limited,10.0,1e-11,0.9,68,3.90395936020021,3.8998987056148433,0.004060654585366752,4.6939747783368235e-08,0.5757875554086809
reaction limited,10.0,1e-11,0.9,69,3.9039593601235403,3.899854778046276,0.004104582077264496,4.753448940537753e-08,0.5839527171655163
reaction limited,10.0,1e-11,0.9,70,3.9039593600575273,3.8998111550122605,0.004148205045266806,4.812884020954416e-08,0.5921125134078977
reaction limited,10.0,1e-11,0.9,71,3.9039593599730376,3.89976784946985,0.004191510503187779,4.87228527730018e-08,0.6002676660204429
reaction limited,10.0,1e-11,0.9,72,3.903959359897267,3.899724868810063,0.004234491087204084,4.9316218155595545e-08,0.6084139334635523
reaction limited,10.0,1e-11,0.9,73,3.903959359809487,3.899682216309411,0.004277143500075908,4.9908882225304056e-08,0.6165505726138178
reaction limited,10.0,1e-11,0.9,74,3.903959359741564,3.8996398620660404,0.0043194976755236425,5.0501287611866305e-08,0.624683660456796
reaction limited,10.0,1e-11,0.9,75,3.9039593596578603,3.899597795511558,0.004361564146302399,5.109335033732517e-08,0.6328120438105032
reaction limited,10.0,1e-11,0.9,76,3.9039593595806292,3.8995560617286458,0.0044032978519834565,5.1684578307661954e-08,0.6409289668916074
reaction limited,10.0,1e-11,0.9,77,3.903959359493702,3.8995146338346087,0.004444725659093152,5.2275214492234766e-08,0.6490377654264563
reaction limited,10.0,1e-11,0.9,78,3.9039593594244533,3.8994734715172106,0.004485887907242692,5.2865671916340236e-08,0.6571441097876516
reaction limited,10.0,1e-11,0.9,79,3.9039593593449693,3.899432615525428,0.004526743819541323,5.3455607085039914e-08,0.6652432841278966
reaction limited,10.0,1e-11,0.9,80,3.9039593592653796,3.8993920280781316,0.004567331187248058,5.4045344609601243e-08,0.673339745034923
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,2,3.903959437033747,3.9039457655567054,1.3671477041565794e-05,5.107980613156316e-09,0.001482457469990095
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,3,3.903959437033747,3.903939054640964,2.038239278290277e-05,5.161122296021158e-09,0.002212035512258126
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,4,3.9039594282197525,3.9039324159006155,2.701231913704305e-05,5.2137204096203824e-09,0.0029341509347489136
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,5,3.9039594277479717,3.90392585096829,3.3576779681521174e-05,5.2657919677798896e-09,0.003649037317671855
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,6,3.9039594273115297,3.9039193540543615,4.007325716814947e-05,5.3173525224950655e-09,0.004356908181364361
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,7,3.9039594269038114,3.903912924708384,4.650219542723377e-05,5.368417643063392e-09,0.005057977269359526
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,8,3.903959426520096,3.9039065602415546,5.286627854150794e-05,5.419001665868789e-09,0.005752441385055818
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,9,3.903959429353713,3.903900260003064,5.916935064886886e-05,5.4691123628097135e-09,0.006440407253109015
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,10,3.9039594291913486,3.903894020326582,6.540886476669172e-05,5.51877158415984e-09,0.007122174869081732
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,11,3.9039594290380126,3.9038878413887748,7.158764923786975e-05,5.5679880150797574e-09,0.007797863424542584
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,12,3.9039594288810298,3.903881719665531,7.770921549887788e-05,5.6167742730278215e-09,0.00846764615431539
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,13,3.903959428740149,3.9038756580023612,8.377073778786936e-05,5.665134330976916e-09,0.009131577659516665
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,14,3.9039594285921737,3.903869650983764,8.977760840966909e-05,5.713083514742764e-09,0.009789868291079529
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,15,3.903959424287161,3.9038636962970834,9.572799007750987e-05,5.7606394456672e-09,0.010442759973813054
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,16,3.903959424014204,3.9038577950162607,0.00010162899794341484,5.807801430665264e-09,0.011090243209807227
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,17,3.9039594237497752,3.9038519477235916,0.00010747602618366159,5.854590411099884e-09,0.011732605496916904
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,18,3.9039594234932053,3.9038461460905656,0.00011327740263977759,5.900999702015623e-09,0.012369755041959252
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,19,3.9039594232439097,3.9038403970507742,0.00011902619313541862,5.947066614616709e-09,0.01300220414751152
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,20,3.9039594230013615,3.9038346937169113,0.00012472928445017573,5.9927460963017975e-09,0.013629334171781693
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,21,3.9039594227651016,3.903829032728674,0.00013039003642756342,6.038110411727155e-09,0.014252137427391176
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,22,3.9039594225347085,3.9038234274527346,0.0001359950819739275,6.083122770448398e-09,0.014870108527745174
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,23,3.9039594223098093,3.9038178622928683,0.00014156001694098919,6.127805191135576e-09,0.015483550015659375
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,24,3.9039594220900646,3.9038123421566517,0.00014707993341289693,6.172149000593755e-09,0.016092342728001086
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,25,3.903959421875165,3.9038068639925534,0.00015255788261159253,6.2161900900084674e-09,0.016696979434499326
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,26,3.9039594216648306,3.9038014229045808,0.00015799876024980009,6.259936101398279e-09,0.017297565023397965
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,27,3.903959421458804,3.9037960310815136,0.00016339037729018457,6.303360139637151e-09,0.017893730270799324
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,28,3.903959421256851,3.903790676272565,0.00016874498428620655,6.346483916952013e-09,0.018485773283089202
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,29,3.903959421058754,3.903785358746502,0.00017406231225214341,6.389358439608472e-09,0.019074394280977458
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,30,3.9039594208643154,3.903780082211102,0.0001793386532131791,6.431878087268477e-09,0.019658143211444212
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,31,3.9039594206733486,3.9037748438142215,0.00018457685912709465,6.474142465360123e-09,0.02023838756812779
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,32,3.903959420485684,3.903769644295155,0.00018977619052895633,6.516154493168256e-09,0.020815167446613714
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,33,3.903959420301164,3.9037644689739333,0.00019495132723079678,6.557939389023669e-09,0.02138882906302797
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,34,3.9039594201196404,3.9037593437176614,0.0002000764019789436,6.599367369053009e-09,0.021957590622264433
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,35,3.903959419940975,3.903754252652488,0.00020516728848685162,6.640546911214601e-09,0.02252294128092558
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,36,3.9039594197650436,3.9037491860372144,0.0002102337278291344,6.681542661468962e-09,0.023085768783261074
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,37,3.9039594195917227,3.903744159232355,0.00021526035936769716,6.7222454978246674e-09,0.02364457486234528
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,38,3.9039594194209006,3.9037391662515324,0.00022025316936824524,6.76272847655702e-09,0.02420036252765101
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,39,3.903959419252473,3.903734202103477,0.0002252171489960375,6.802960512052261e-09,0.024752704981295892
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,40,3.903959419086344,3.9037292725370265,0.0002301465493173005,6.842930573123793e-09,0.02530145087979463
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,41,3.9039594189224163,3.9037243754510054,0.00023504347141090065,6.882648159399639e-09,0.02584673057231157
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,42,3.9039594187606057,3.9037195113478917,0.00023990741271395777,6.9221589874718865e-09,0.026389171664249034
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,43,3.9039594186008273,3.9037146720958646,0.00024474650496264516,6.961484223530187e-09,0.026929064792597046
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,44,3.903959418443007,3.90370986643588,0.0002495520071268409,7.000526102296501e-09,0.0274650676763315
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,45,3.9039594182870685,3.903705087550583,0.0002543307364852865,7.039435108836777e-09,0.027999246411866352
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,46,3.903959418132944,3.9037003471720615,0.00025907096088229054,7.0780179823318395e-09,0.02852894768778924
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,47,3.903959417980567,3.9036956194998655,0.0002637984807014604,7.116529321089336e-09,0.029057666895283774
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,48,3.9039594178298755,3.9036909148960364,0.00026850293383917645,7.154781243530237e-09,0.029582824506803718
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,49,3.9039594176808103,3.903686256242769,0.00027316143804112514,7.192803886569331e-09,0.030104834475338293
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,50,3.9039594175333154,3.9036816300310253,0.0002777875022901277,7.230578169671668e-09,0.03062343468852191
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,51,3.903959417387339,3.903677002161024,0.0002824152263150026,7.268228513570967e-09,0.031140333329403802
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,52,3.903959417242828,3.9036724154305307,0.0002870018122971274,7.305727580064037e-09,0.031655155099059584
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,53,3.9039594170997356,3.903667860220333,0.0002915568794024104,7.3429350462756896e-09,0.03216597346323624
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,54,3.903959416958016,3.9036633301933596,0.0002960867646564225,7.379977714027922e-09,0.032674529437144884
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,55,3.9039594168176257,3.903658822146498,0.0003005946711276408,7.416860640709506e-09,0.03318089225339804
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,56,3.9039594166785214,3.9036543439375455,0.0003050727409759091,7.453529033718542e-09,0.03368430979759296
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,57,3.903959416540664,3.903649869196891,0.0003095473437730867,7.490050162980973e-09,0.03418570554160283
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,58,3.903959416404016,3.903645445723526,0.00031397068048999444,7.526338789754306e-09,0.03468390922913045
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,59,3.903959416268541,3.9036410190417192,0.00031839722682169835,7.562568700530417e-09,0.03518130688271981
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,60,3.9039594161342026,3.903636634417732,0.0003227817164708213,7.59855301089839e-09,0.0356753326684327
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,61,3.90395941600097,3.9036322624230473,0.00032715357792278965,7.634382814285003e-09,0.036167237282484166
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,62,3.903959415868809,3.903627921276899,0.0003314945919101753,7.670032738595019e-09,0.03665667230137615
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,63,3.9039594157376905,3.903623607243679,0.0003358084940114914,7.7054670894582e-09,0.0371431477824018
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,64,3.9039594156075843,3.903619297530119,0.0003401180774651458,7.740796758690555e-09,0.03762818607614804
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,65,3.903959415478462,3.9036150155305016,0.00034439994796020557,7.776012841159853e-09,0.0381116649652995
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,66,3.9039594153502963,3.90361076442612,0.0003486509241761304,7.81102925219845e-09,0.038592402522937164
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,67,3.903959415223063,3.9036065330461467,0.00035288217691631374,7.845823171124014e-09,0.03907008548902979
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,68,3.9039594150967356,3.9036023167673566,0.0003570983293790242,7.880577031651693e-09,0.039547218546090335
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,69,3.903959414971292,3.9035981215925055,0.0003612933787864314,7.915041773693382e-09,0.04002038234852989
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,70,3.903959414846706,3.903593951478384,0.0003654633683218833,7.949460997068593e-09,0.04049292122070369
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,71,3.903959414722957,3.9035898004317726,0.00036961429118420597,7.983702368857992e-09,0.04096301833500604
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,72,3.903959414600024,3.9035856631802477,0.00037375141977635806,8.017795130545347e-09,0.04143107518152078
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,73,3.9039594144778875,3.9035815420148,0.0003778724630874031,8.0517840428405e-09,0.04189770636261869
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,74,3.903959414356524,3.903577447225327,0.00038196713119731385,8.085563447891498e-09,0.042361461165313585
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,75,3.903959414235918,3.903573377250984,0.00038603698493400174,8.119254355247613e-09,0.042824001043271664
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,76,3.9039594141160485,3.9035693162795546,0.00039009783649390783,8.152714537316315e-09,0.04328337323963183
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,77,3.9039594139968994,3.9035652752497354,0.00039413874716398567,8.186145511434356e-09,0.04374234446788705
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,78,3.9039594138784532,3.903561257547233,0.00039815633122008975,8.219392930212438e-09,0.04419879572785135
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,79,3.9039594137606928,3.903557264063817,0.00040214969687557556,8.25250408565189e-09,0.04465337634434263
solvent-diffusion limited,0.1,2.4999999999999998e-23,0.9,80,3.9039594136436007,3.903553262076821,0.00040615156677947795,8.285577601439023e-09,0.04510743994242716
solvent-diffusion limited,1.0,2.5e-22,0.9,2,3.9039593724313146,3.9038346288637644,0.00012474356755021176,5.99274737730458e-09,0.01362935199858839
solvent-diffusion limited,1.0,2.5e-22,0.9,3,3.903959373352814,3.9037800659703725,0.0001793073824414293,6.431911405140136e-09,0.01965860098715666
solvent-diffusion limited,1.0,2.5e-22,0.9,4,3.9039593724263195,3.903729312134079,0.000230060292240708,6.84290159299177e-09,0.025301053502062132
solvent-diffusion limited,1.0,2.5e-22,0.9,5,3.9039593714681065,3.903681702767072,0.00027766870103462793,7.2306246665450224e-09,0.030624073603689794
solvent-diffusion limited,1.0,2.5e-22,0.9,6,3.903959370503246,3.9036367619823067,0.0003226085209391272,7.598592934392122e-09,0.03567588150387735
solvent-diffusion limited,1.0,2.5e-22,0.9,7,3.9039593718044574,3.9035941230239715,0.00036524878048593834,7.949489375674055e-09,0.040493311618760686
solvent-diffusion limited,1.0,2.5e-22,0.9,8,3.9039593711403953,3.9035534802525373,0.00040589088785791816,8.285544674418625e-09,0.045106988966097106
solvent-diffusion limited,1.0,2.5e-22,0.9,9,3.9039593704771525,3.903514610796946,0.00044475968020663004,8.608528796331518e-09,0.04954121286127133
solvent-diffusion limited,1.0,2.5e-22,0.9,10,3.9039593698053032,3.903477320559229,0.00048204924607420097,8.91973558593698e-09,0.0538137468261084
solvent-diffusion limited,1.0,2.5e-22,0.9,11,3.9039593709615126,3.903441440248211,0.0005179307133014177,9.220468705823222e-09,0.05794248856868478
solvent-diffusion limited,1.0,2.5e-22,0.9,12,3.903959370458286,3.9034068236973094,0.0005525467609763801,9.511836239422981e-09,0.06194265090920226
solvent-diffusion limited,1.0,2.5e-22,0.9,13,3.903959369957067,3.903373379974048,0.000585989983019175,9.794447943174984e-09,0.06582260513629024
solvent-diffusion limited,1.0,2.5e-22,0.9,14,3.903959369436471,3.9033409983750054,0.0006183710614657834,1.0069171411670088e-08,0.06959426239178867
solvent-diffusion limited,1.0,2.5e-22,0.9,15,3.9039593689425773,3.9033096155966893,0.0006497533458880156,1.0336424829987794e-08,0.07326336391659538
solvent-diffusion limited,1.0,2.5e-22,0.9,16,3.9039593684551166,3.903279103055678,0.00068026539943844,1.059723367662144e-08,0.07684398838519257
solvent-diffusion limited,1.0,2.5e-22,0.9,17,3.903959369646493,3.9032494718963715,0.0007098977501214243,1.08514181002103e-08,0.080333666681625
solvent-diffusion limited,1.0,2.5e-22,0.9,18,3.9039593692440713,3.9032205828663935,0.0007387863776777692,1.1100119188708555e-08,0.08374806470584417
solvent-diffusion limited,1.0,2.5e-22,0.9,19,3.9039593688377963,3.903192439626384,0.0007669292114123039,1.1343208704953217e-08,0.08708542187611101
solvent-diffusion limited,1.0,2.5e-22,0.9,20,3.903959368432809,3.903164971627861,0.0007943968049479722,1.1581262034220168e-08,0.09035363763764792
solvent-diffusion limited,1.0,2.5e-22,0.9,21,3.903959368028094,3.9031381677950048,0.000821200233089403,1.1814339597677593e-08,0.09355354145031924
solvent-diffusion limited,1.0,2.5e-22,0.9,22,3.9039593676457107,3.9031119407865376,0.0008474268591731615,1.2043135774317366e-08,0.09669466647170566
solvent-diffusion limited,1.0,2.5e-22,0.9,23,3.903959368758956,3.903086290043288,0.0008730787156681075,1.2267590033397102e-08,0.09977618164700175
solvent-diffusion limited,1.0,2.5e-22,0.9,24,3.903959368419624,3.903061177562063,0.0008981908575611541,1.2488013548421878e-08,0.10280235903807977
solvent-diffusion limited,1.0,2.5e-22,0.9,25,3.9039593680766522,3.903036583686398,0.0009227843902541721,1.2704532501034709e-08,0.10577493101263258
solvent-diffusion limited,1.0,2.5e-22,0.9,26,3.903959367760199,3.9030124744091195,0.0009468933510796695,1.2917436291704643e-08,0.10869787068611458
solvent-diffusion limited,1.0,2.5e-22,0.9,27,3.9039593674255255,3.9029888154494343,0.000970551976091194,1.3126958052392851e-08,0.11157437869678688
solvent-diffusion limited,1.0,2.5e-22,0.9,28,3.9039593671050623,3.902965585484718,0.0009937816203442473,1.3333264131555489e-08,0.11440673892319353
solvent-diffusion limited,1.0,2.5e-22,0.9,29,3.903959366767566,3.902942790276021,0.0010165764915450737,1.3536308488955966e-08,0.11719431919165402
solvent-diffusion limited,1.0,2.5e-22,0.9,30,3.9039593664270544,3.902920411847367,0.001038954579687612,1.3736142950213042e-08,0.11993783105322109
solvent-diffusion limited,1.0,2.5e-22,0.9,31,3.9039593675604234,3.9028983914755795,0.001060976084843901,1.3933378226295762e-08,0.12264565891454993
solvent-diffusion limited,1.0,2.5e-22,0.9,32,3.903959367278498,3.902876737691746,0.001082629586751871,1.4127804958683012e-08,0.1253149284873274
solvent-diffusion limited,1.0,2.5e-22,0.9,33,3.903959366991638,3.9028554439207745,0.0011039230708633774,1.4319496738184813e-08,0.1279466500779165
solvent-diffusion limited,1.0,2.5e-22,0.9,34,3.9039593667216916,3.9028344506447405,0.001124916076951088,1.4508991110268465e-08,0.1305482036620731
solvent-diffusion limited,1.0,2.5e-22,0.9,35,3.903959366439153,3.9028138064723974,0.0011455599667558047,1.4695862636740078e-08,0.1331137484173155
solvent-diffusion limited,1.0,2.5e-22,0.9,36,3.9039593661554095,3.902793465535895,0.0011659006195143817,1.4880402163912779e-08,0.13564727729279014
solvent-diffusion limited,1.0,2.5e-22,0.9,37,3.9039593658721556,3.902773463115835,0.0011859027563208002,1.5062326694721164e-08,0.13814490511450117
solvent-diffusion limited,1.0,2.5e-22,0.9,38,3.90395936559059,3.902753746343437,0.0012056192471532334,1.5242132011268206e-08,0.1406134383768176
solvent-diffusion limited,1.0,2.5e-22,0.9,39,3.9039593666775,3.9027342597907184,0.0012251068867814574,1.542023817833703e-08,0.14305864420205694
solvent-diffusion limited,1.0,2.5e-22,0.9,40,3.903959366432214,3.9027150635924164,0.0012443028397974842,1.559610245057356e-08,0.14547307114260377
solvent-diffusion limited,1.0,2.5e-22,0.9,41,3.9039593661843695,3.90269610843115,0.0012632577532194489,1.577015950888931e-08,0.14786268709963224
solvent-diffusion limited,1.0,2.5e-22,0.9,42,3.9039593659409686,3.902677411521393,0.0012819544195754595,1.5942334214813894e-08,0.15022646028137387
solvent-diffusion limited,1.0,2.5e-22,0.9,43,3.903959365689751,3.9026589847145092,0.001300380975241655,1.6112307307657525e-08,0.15256000773277378
solvent-diffusion limited,1.0,2.5e-22,0.9,44,3.9039593654568403,3.9026407732965955,0.0013185921602447692,1.62807033508023e-08,0.15487190398030748
solvent-diffusion limited,1.0,2.5e-22,0.9,45,3.9039593651967737,3.90262277189819,0.0013365932985838214,1.644757037954618e-08,0.1571628085343093
solvent-diffusion limited,1.0,2.5e-22,0.9,46,3.9039593649533995,3.9026050272826565,0.001354337670743,1.661245208500105e-08,0.15942645666565625
solvent-diffusion limited,1.0,2.5e-22,0.9,47,3.903959364717262,3.902587453737965,0.0013719109792971196,1.677606776175002e-08,0.1616727236845179
solvent-diffusion limited,1.0,2.5e-22,0.9,48,3.9039593657664526,3.902570083702121,0.0013892820643315318,1.6938084207041414e-08,0.16389703489244312
solvent-diffusion limited,1.0,2.5e-22,0.9,49,3.9039593655597917,3.9025530059189197,0.0014063596408719903,1.709782084528258e-08,0.1660900468826867
solvent-diffusion limited,1.0,2.5e-22,0.9,50,3.9039593653244262,3.9025360091238874,0.0014233562005387945,1.7257070390010566e-08,0.1682763715134854
solvent-diffusion limited,1.0,2.5e-22,0.9,51,3.9039593651196425,3.902519270825116,0.0014400942945265172,1.7414286969172112e-08,0.17043478576596272
solvent-diffusion limited,1.0,2.5e-22,0.9,52,3.903959364899312,3.9025026925887607,0.0014566723105513546,1.7570337837814637e-08,0.1725771961483673
solvent-diffusion limited,1.0,2.5e-22,0.9,53,3.903959364689668,3.9024862994586114,0.001473065231056836,1.772485149617554e-08,0.17469850211938365
solvent-diffusion limited,1.0,2.5e-22,0.9,54,3.9039593644687436,3.902470037136647,0.0014893273320963907,1.7878571278742575e-08,0.17680890916361136
solvent-diffusion limited,1.0,2.5e-22,0.9,55,3.903959364246664,3.9024540352257886,0.0015053290208753012,1.8030103797967855e-08,0.17888928740867982
solvent-diffusion limited,1.0,2.5e-22,0.9,56,3.9039593640406522,3.9024381944351374,0.0015211696055148494,1.8180384653964186e-08,0.1809524816142556
solvent-diffusion limited,1.0,2.5e-22,0.9,57,3.903959363810179,3.90242243097254,0.0015369328376388935,1.8330232280432267e-08,0.18300972811745453
solvent-diffusion limited,1.0,2.5e-22,0.9,58,3.903959364857489,3.9024068923964847,0.0015524724610043172,1.8478268335793524e-08,0.18504210367207463
solvent-diffusion limited,1.0,2.5e-22,0.9,59,3.9039593640311168,3.902391474335869,0.0015678896952477928,1.862542059072388e-08,0.18706234556360357
solvent-diffusion limited,1.0,2.5e-22,0.9,60,3.9039593645941135,3.902376225679798,0.0015831389143157182,1.8771213989068436e-08,0.1890639318835099
solvent-diffusion limited,1.0,2.5e-22,0.9,61,3.903959370401317,3.902361095521962,0.001598274879355266,1.891623378350369e-08,0.19105489740724124
solvent-diffusion limited,1.0,2.5e-22,0.9,62,3.903959370304273,3.902346152638608,0.0016132176656649122,1.905972917514775e-08,0.19302493449154667
solvent-diffusion limited,1.0,2.5e-22,0.9,63,3.903959372251157,3.9023313158455712,0.0016280564055857205,1.920235288408048e-08,0.19498300440235994
solvent-diffusion limited,1.0,2.5e-22,0.9,64,3.9039593721949952,3.902316620209545,0.0016427519854502748,1.9344040580224448e-08,0.19692822380491748
solvent-diffusion limited,1.0,2.5e-22,0.9,65,3.903959372124662,3.9023020951062164,0.0016572770184457575,1.9484234347470146e-08,0.198852933205643
solvent-diffusion limited,1.0,2.5e-22,0.9,66,3.9039593720648393,3.9022876376289917,0.0016717344358476716,1.9624112461748808e-08,0.20077330900782897
solvent-diffusion limited,1.0,2.5e-22,0.9,67,3.9039593719985657,3.9022733780950203,0.001685993903545402,1.9762338376244263e-08,0.20267100193720466
solvent-diffusion limited,1.0,2.5e-22,0.9,68,3.903959371929481,3.9022591955313857,0.0017001763980952767,1.9899961783829318e-08,0.20456042300386912
solvent-diffusion limited,1.0,2.5e-22,0.9,69,3.9039593718681487,3.902245113316537,0.0017142585516118913,2.003689085896598e-08,0.20644031174329314
solvent-diffusion limited,1.0,2.5e-22,0.9,70,3.9039593718044574,3.9022312250238427,0.0017281467806147255,2.0172273076316743e-08,0.2082989636585637
