Variant,Cycle,SEI Thickness [m],Growth Rate [m/cycle],Crack Length [m],Discharge Capacity [A.h],CC Capacity [A.h],CC Time [h],CV Capacity [A.h],CV Time [h],Total Charge Capacity [A.h]
Scale 0.1,140,3.5724300427342435e-08,9.343212367144745e-11,2.1875141842122027e-08,3.915257714195922,3.6306321541566278,5.082885015819585,0.2861771735419615,0.9904676340136405,3.9168093276985894
Scale 0.1,141,3.5817501739724256e-08,9.320131238182097e-11,2.1889373585522028e-08,3.914567103242368,3.629952588216191,5.081933623502906,0.28616538374612566,0.9903565543472297,3.9161179719623167
Scale 0.1,142,3.5910474023925935e-08,9.297228420167981e-11,2.1903617823733674e-08,3.9138762603887947,3.6292735613690112,5.080982985916677,0.2861528887598648,0.9902401170139221,3.915426450128876
Scale 0.1,143,3.600321904664856e-08,9.274502272262596e-11,2.1917874568655193e-08,3.9131852516669077,3.6285950611100395,5.080033085556337,0.2861398243835983,0.9901192325120078,3.9147348854936377
Scale 0.1,144,3.6095738552373025e-08,9.251950572446399e-11,2.1932143832476517e-08,3.912494194027661,3.627917054144264,5.079083875802404,0.28612620388639654,0.9899937587764143,3.9140432580306603
Scale 0.1,145,3.61880342687367e-08,9.22957163636724e-11,2.1946425627308385e-08,3.9118030660102057,3.627239602450836,5.078135443430703,0.2861120708572689,0.9898644845347775,3.9133516733081053
Scale 0.1,146,3.62801079034121e-08,9.20736346754001e-11,2.1960719965358514e-08,3.9111119815755426,3.6265626454719135,5.077187703665345,0.28609749520419236,0.989731565230727,3.912660140676106
Scale 0.1,147,3.63719611452477e-08,9.185324183560374e-11,2.1975026859032332e-08,3.9104209379347905,3.6258861899897763,5.076240665982908,0.28608252283584124,0.9895953955253418,3.9119687128256175
Scale 0.1,148,3.646359566706046e-08,9.163452181275545e-11,2.1989346320380574e-08,3.9097300024564863,3.625210232192458,5.075294325068967,0.28606724742381956,0.9894566802000071,3.911277479616278
Scale 0.1,149,3.655501312159068e-08,9.141745453022223e-11,2.2003678362320262e-08,3.909039252050857,3.624534782493284,5.074348695497704,0.2860516431096513,0.9893153207708281,3.9105864256029355
Scale 0.1,150,3.664621514515884e-08,9.120202356815789e-11,2.201802299797619e-08,3.9083486807686447,3.623859813241482,5.073403738547228,0.2860358239026306,0.9891719966242363,3.9098956371441127
Scale 0.1,151,3.673720335657182e-08,9.098821141298496e-11,2.2032380241116833e-08,3.907658368189253,3.623185339196286,5.072459474874981,0.2860197963512206,0.9890269170249955,3.9092051355475066
Scale 0.1,152,3.6827979354188124e-08,9.07759976163024e-11,2.2046750105680064e-08,3.9069683358505363,3.622511341573271,5.071515878203289,0.2860035674501985,0.9888799471653655,3.908514909023469
Scale 0.1,153,3.6918544723566396e-08,9.056536937827108e-11,2.2061132606137456e-08,3.9062785810911858,3.621837821098977,5.0705729495395175,0.2859872630383574,0.9887321365171289,3.9078250841373343
Scale 0.1,154,3.7008901031431774e-08,9.035630786537811e-11,2.2075527757859635e-08,3.9055892190878154,3.6211647653599517,5.069630671505649,0.285970860570065,0.9885832834345436,3.9071356259300165
Scale 0.1,155,3.709904982524917e-08,9.014879381739792e-11,2.2089935576097376e-08,3.9049002204521015,3.620492193972727,5.068689071562929,0.2859543443569437,0.9884333443923907,3.9064465383296705
Scale 0.1,156,3.7188992638485614e-08,8.994281323644269e-11,2.2104356076886787e-08,3.904211590473837,3.619820091739871,5.067748128436278,0.2859378124457183,0.9882830246464067,3.9057579041855894
Scale 0.1,157,3.727873098672498e-08,8.973834823936389e-11,2.211878927670822e-08,3.903523407345008,3.6191484475122664,5.066807826517277,0.2859212512409928,0.9881322322376604,3.9050696987532594
Scale 0.1,158,3.7368266367677706e-08,8.953538095272738e-11,2.2133235191882247e-08,3.902835651886573,3.618477277068476,5.065868187896413,0.28590466319009317,0.9879809948681952,3.904381940258569
Scale 0.1,159,3.74576002628257e-08,8.933389514799732e-11,2.2147693839348392e-08,3.9021483351326234,3.6178065715863883,5.064929200218344,0.2858880662961243,0.9878295035583875,3.903694637882513
Scale 0.1,160,3.75467341370195e-08,8.913387419379428e-11,2.216216523552214e-08,3.9014614750227112,3.617136337199217,5.063990872076658,0.2858714701365491,0.9876778621159303,3.903007807335766
Scale 0.1,161,3.763566943786561e-08,8.893530084611566e-11,2.2176649397328234e-08,3.9007750828550236,3.616466514496945,5.063053120295077,0.2858549201414121,0.98752607367914,3.902321434638357
Scale 0.1,162,3.772440759681491e-08,8.87381589492969e-11,2.219114634124487e-08,3.900089140614013,3.6157972697395704,5.062116177633904,0.28583826854732336,0.9873740659983632,3.901635538286894
Scale 0.1,163,3.7812950030909946e-08,8.854243409503626e-11,2.2205656083692037e-08,3.899403675325375,3.6151284212890618,5.061179789804584,0.28582173403726846,0.9872223955213144,3.9009501553263304
Scale 0.1,164,3.790129814225575e-08,8.834811134580183e-11,2.222017864121468e-08,3.8987187192503088,3.614460065286593,5.060244091402488,0.28580523049983186,0.9870710801316207,3.900265295786425
Scale 0.1,165,3.798945331702375e-08,8.815517476800391e-11,2.223471403006124e-08,3.898034279383717,3.613792154260826,5.059309015965475,0.2857888173699124,0.9869202014505163,3.8995809716307384
Scale 0.1,166,3.807741692796849e-08,8.796361094473986e-11,2.224926226667401e-08,3.897350373943692,3.613124716221003,5.058374602708682,0.28577249398212945,0.9867700641530064,3.8988972102031325
Scale 0.1,167,3.8165190332176886e-08,8.777340420839494e-11,2.226382336615156e-08,3.896667029267427,3.6124577491609453,5.057440848830254,0.2857562700271933,0.9866206832232791,3.8982140191881385
Scale 0.1,168,3.8252774871799985e-08,8.758453962309824e-11,2.2278397345021226e-08,3.895984248945129,3.6117912386633915,5.0565077341203875,0.2857401505133466,0.9864720385300956,3.8975313891767382
Scale 0.1,169,3.834017187511326e-08,8.739700331327215e-11,2.2292984219036786e-08,3.8953020285471553,3.611125200026084,5.05557528003979,0.28572415531269263,0.9863243601539722,3.8968493553387766
Scale 0.1,170,3.8427382655782774e-08,8.721078066951742e-11,2.230758400385224e-08,3.8946203984153467,3.6104596249469125,5.054643474926365,0.2857082703091835,0.9861776444934947,3.896167895256096
Scale 0.1,171,3.851440851332131e-08,8.702585753853551e-11,2.2322196715198088e-08,3.893939340274657,3.6097945104104734,5.053712314574922,0.28569252531087713,0.9860319968845328,3.8954870357213505
Scale 0.1,172,3.8601250734247985e-08,8.68422209266756e-11,2.2336822368872482e-08,3.893258880238911,3.6091298560154064,5.052781798422036,0.285676934447472,0.9858876047646667,3.8948067904628783
Scale 0.1,173,3.8687910591317174e-08,8.665985706918906e-11,2.2351460980587538e-08,3.892579026861317,3.608465672143189,5.051851940998475,0.28566149723498546,0.9857445065234103,3.8941271693781743
Scale 0.1,174,3.877438934404674e-08,8.647875272956482e-11,2.2366112566407033e-08,3.89189980002161,3.6078019497234037,5.050922729613994,0.28564621876987617,0.9856027783784427,3.89344816849328
Scale 0.1,175,3.8860688238397336e-08,8.629889435059719e-11,2.2380777142212397e-08,3.8912211855614345,3.6071386825631135,5.049994155589225,0.2856311152138626,0.9854624992700991,3.892769797776976
Scale 0.1,176,3.894680850667055e-08,8.612026827321153e-11,2.2395454724371504e-08,3.890543199495278,3.6064758764508174,5.049066227033194,0.28561617130171735,0.9853235769953415,3.8920920477525347
Scale 0.1,177,3.903275136796215e-08,8.594286129160172e-11,2.2410145329164633e-08,3.889865832163369,3.6058135279252603,5.048138939094045,0.28560138765085313,0.9851860585207106,3.8914149155761133
Scale 0.1,178,3.9118518027207485e-08,8.576665924533564e-11,2.242484897212779e-08,3.889189079849576,3.605151639850231,5.047212295784362,0.2855867437312949,0.9850498237320835,3.8907383835815255
Scale 0.1,179,3.9204109676703955e-08,8.559164949646995e-11,2.2439565669872087e-08,3.88851292289628,3.604490205043966,5.046286287061832,0.28557224107636064,0.9849148883477739,3.890062446120327
Scale 0.1,180,3.9289527496157603e-08,8.541781945364814e-11,2.2454295438791725e-08,3.887837358100968,3.6038292092565896,5.045360892956751,0.2855579022348091,0.9847813175131819,3.8893871114913985
Scale 0.1,181,3.937477265220011e-08,8.524515604250639e-11,2.2469038295438216e-08,3.8871623933679924,3.603168700938875,5.04443618131464,0.2855436538434422,0.9846489253404549,3.8887123547823172
Scale 0.1,182,3.945984629864835e-08,8.507364644823692e-11,2.2483794256181375e-08,3.8864880025533433,3.602508633902289,5.043512087461721,0.2855295324210322,0.984517752560798,3.888038166323321
Scale 0.1,183,3.954474957865512e-08,8.490328000677432e-11,2.2498563337607472e-08,3.885814178309695,3.6018490154710316,5.042588621661011,0.28551557760127727,0.9843880500397546,3.887364593072309
Scale 0.1,184,3.9629483621072035e-08,8.473404241691358e-11,2.2513345556677774e-08,3.8851409668295385,3.6011898359120873,5.041665770277504,0.2855017207972306,0.9842593186891335,3.8866915567093177
Scale 0.1,185,3.971404954375239e-08,8.456592268035539e-11,2.2528140929234136e-08,3.884468284426479,3.600531124107794,5.040743573753531,0.2854879659467648,0.9841318815273041,3.8860190900545586
Scale 0.1,186,3.979844845283849e-08,8.439890908610164e-11,2.254294947287021e-08,3.8837961752842456,3.5998728443395707,5.0398219820725245,0.28547432760303065,0.9840055747624206,3.8853471719426014
Scale 0.1,187,3.9882681443380834e-08,8.423299054234191e-11,2.2557771204137156e-08,3.8831246095564644,3.5992150176879076,5.038901024765011,0.28546081177646554,0.9838805581040049,3.8846758294643733
Scale 0.1,188,3.996674959736345e-08,8.40681539826136e-11,2.257260614015701e-08,3.882453614229275,3.598557621831842,5.037980670567066,0.28544737357972494,0.9837564614282854,3.884004995411567
Scale 0.1,189,4.005065398467822e-08,8.390438731477363e-11,2.2587454297565657e-08,3.8817831262089477,3.5979006692230318,5.037060936908304,0.2854340011752675,0.9836332356337039,3.883334670398299
Scale 0.1,190,4.0134395665511316e-08,8.374168083309495e-11,2.2602315693434207e-08,3.8811131480848657,3.5972441444560994,5.036141802235846,0.2854207256511129,0.9835110896255799,3.882664870107212
Scale 0.1,191,4.021797568801918e-08,8.358002250786347e-11,2.2617190344522285e-08,3.8804436882806543,3.59658805991739,5.035223283884013,0.28540751562043276,0.9833897850875797,3.8819955755378226
Scale 0.1,192,4.030139508921056e-08,8.341940119137782e-11,2.2632078267594532e-08,3.8797747296000202,3.5959323953632603,5.03430535350974,0.2853943629873987,0.9832692958035416,3.8813267583506588
Scale 0.1,193,4.038465489624929e-08,8.325980703873286e-11,2.2646979479175638e-08,3.8791062508017116,3.5952771602929356,5.033388024410456,0.28538128643854127,0.9831497648689336,3.880658446731477
Scale 0.1,194,4.0467756126481306e-08,8.310123023201605e-11,2.266189399590799e-08,3.878438269426793,3.5946223400770636,5.032471276108218,0.28536829825846993,0.9830312601519822,3.8799906383355336
Scale 0.1,195,4.055069978624236e-08,8.294365976105636e-11,2.2676821834685676e-08,3.8777707919723614,3.593967942637401,5.031555119691689,0.28535537565822766,0.9829135954533683,3.879323318295629
Scale 0.1,196,4.0633486873554416e-08,8.278708731205338e-11,2.269176301157871e-08,3.8771037982729215,3.593313959553647,5.03063954336767,0.28534256757650367,0.982797183977766,3.8786565271301505
Scale 0.1,197,4.0716118375556406e-08,8.26315020019903e-11,2.2706717543405105e-08,3.8764373353426977,3.5926603885839823,5.029724544020283,0.2853298285737062,0.9826817093892828,3.8779902171576883
Scale 0.1,198,4.079859527045634e-08,8.247689489993703e-11,2.2721685446285942e-08,3.875771347067449,3.5920072289493112,5.028810120530139,0.2853172111812903,0.9825674773284021,3.8773244401306015
Scale 0.1,199,4.088091852807822e-08,8.232325762187541e-11,2.273666673669424e-08,3.8751058883734477,3.5913544716130454,5.027896260254636,0.28530472849535965,0.9824545947287788,3.876659200108405
Scale 0.1,200,4.096308910896125e-08,8.217058088303395e-11,2.2751661431105312e-08,3.87444096983449,3.590702118516459,5.026982965923594,0.2852923741888133,0.9823430840976357,3.8759944927052725
Scale 1.0,1,1.8948696911518878e-08,0.0,2.000008379849636e-08,4.1535970781214875,3.821372674152643,5.349921743814085,0.2755688179724172,0.9442107617119007,4.09694149212506
Scale 1.0,2,1.912092943322453e-08,1.722325217056522e-10,2.000016642242164e-08,4.094738254171039,3.8208396915305705,5.349175568144247,0.2755830322263661,0.9439690376265446,4.096422723756937
Scale 1.0,3,1.9291602576075678e-08,1.7067314285114735e-10,2.0000249042511525e-08,4.0942239221772985,3.8203113382753373,5.348435873584542,0.275599973042065,0.9437467174385361,4.095911311317402
Scale 1.0,4,1.9460757853164804e-08,1.6915527708912653e-10,2.000033165882365e-08,4.093716821404529,3.819787523612858,5.347702533055568,0.27561997034332986,0.9435465624627426,4.095407493956188
Scale 1.0,5,1.9628435028096846e-08,1.6767717493204165e-10,2.0000414271417722e-08,4.093217199815646,3.819268158117836,5.346975421367617,0.27564339212761735,0.943371718525114,4.094911550245453
Scale 1.0,6,1.9794672231163273e-08,1.6623720306642716e-10,2.000049688035752e-08,4.092725333788472,3.818753153731848,5.3462544152196045,0.275670756638156,0.9432262631045631,4.094423910370004
Scale 1.0,7,1.99595060447548e-08,1.6483381359152553e-10,2.0000579485712508e-08,4.092241668218128,3.818242486367894,5.345539480911796,0.2757023322979586,0.9431129080546583,4.093944818665853
Scale 1.0,8,2.012297159525107e-08,1.634655504962702e-10,2.0000662087557147e-08,4.091766442689999,3.817736136273904,5.34483059078525,0.2757384649575117,0.9430349139435918,4.093474601231416
Scale 1.0,9,2.0285102622068354e-08,1.6213102681728526e-10,2.0000744685968732e-08,4.091299993813793,3.8172340564342155,5.344127679008082,0.27577933934274557,0.9429941453961987,4.093013395776961
Scale 1.0,10,2.0445931555052618e-08,1.608289329842643e-10,2.000082728102846e-08,4.090842460317171,3.8167362327352596,5.343430725828057,0.27582515977939603,0.9429927445298176,4.092561392514655
Scale 1.0,11,2.060548957506282e-08,1.595580200102013e-10,2.0000909872821156e-08,4.090394038478506,3.8162426199282833,5.342739667899725,0.27587598685704934,0.9430317336145606,4.092118606785332
Scale 1.0,12,2.0763806678321816e-08,1.5831710325899632e-10,2.0000992461429793e-08,4.089954744147861,3.815753187061788,5.342054461885432,0.27593189576236243,0.9431121340443092,4.09168508282415
Scale 1.0,13,2.0920911732943076e-08,1.5710505462126014e-10,2.00010750469401e-08,4.089524627582381,3.8152678912470996,5.3413750477450535,0.27599288100394515,0.9432343088114692,4.091260772251045
Scale 1.0,14,2.1076832513394888e-08,1.5592078045181244e-10,2.0001157629435658e-08,4.089103643577455,3.8147866841321214,5.340701357785321,0.27605865257939116,0.9433965101261279,4.090845336711513
Scale 1.0,15,2.1231595762943567e-08,1.5476324954867888e-10,2.000124020899613e-08,4.088691458136293,3.8143094938508377,5.340033291390398,0.2761290902449074,0.9435981312302886,4.090438584095745
Scale 1.0,16,2.1385227254131376e-08,1.5363149118780927e-10,2.000132278569707e-08,4.088287873391882,3.813836235545048,5.339370729762024,0.2762041862316712,0.9438391130526043,4.0900404217767194
Scale 1.0,17,2.153775182981075e-08,1.5252457567937338e-10,2.0001405359614047e-08,4.0878928137714805,3.8133668256085587,5.338713555850859,0.27628379097400396,0.9441184598888697,4.089650616582563
Scale 1.0,18,2.168919345346042e-08,1.514416236496704e-10,2.000148793081937e-08,4.087506038610323,3.8129011570811198,5.338061619912807,0.27636787706559784,0.9444359412489973,4.089269034146717
Scale 1.0,19,2.1839575239787043e-08,1.5038178632662238e-10,2.0001570499384197e-08,4.087127417362396,3.8124391906398403,5.337414866894221,0.27645617802864114,0.9447898692935155,4.0888953686684815
Scale 1.0,20,2.1988919495137325e-08,1.493442553502819e-10,2.0001653065377078e-08,4.086756652251118,3.8119807812095097,5.336773093690681,0.2765485823786962,0.945178997136054,4.088529363588206
Scale 1.0,21,2.2137247758238957e-08,1.4832826310163297e-10,2.000173562886373e-08,4.086393482695054,3.811525862052056,5.33613620687238,0.2766449065111772,0.945602165626422,4.088170768563233
Scale 1.0,22,2.2284580825598827e-08,1.4733306735986983e-10,2.0001818189909076e-08,4.086037661100507,3.8110743286005593,5.335504060039998,0.2767448872814172,0.9460572404166463,4.087819215881977
Scale 1.0,23,2.2430938805444064e-08,1.4635797984523657e-10,2.00019007485758e-08,4.085688826258509,3.8106260573814286,5.334876480333769,0.27684856207515407,0.9465442983648558,4.087474619456582
Scale 1.0,24,2.257634112159253e-08,1.454023161484646e-10,2.0001983304929443e-08,4.085346892149068,3.8101809602547325,5.334253344353577,0.2769555342324665,0.947060154503383,4.087136494487199
Scale 1.0,25,2.2720806558627903e-08,1.4446543703537473e-10,2.000206585903355e-08,4.085011372734097,3.8097389392816723,5.333634514995424,0.27706568460524694,0.9476038440642043,4.086804623886919
Scale 1.0,26,2.286435329344871e-08,1.4354673482080706e-10,2.000214841095504e-08,4.084682056241015,3.8092998960051254,5.333019854402551,0.27717888659487366,0.9481742557853039,4.086478782599999
Scale 1.0,27,2.3006998914616315e-08,1.4264562116760436e-10,2.000223096076277e-08,4.084358718660841,3.808863713356218,5.332409198694222,0.2772949509688064,0.9487696118556812,4.0861586643250245
Scale 1.0,28,2.3148760464022897e-08,1.417615494065821e-10,2.0002313508526606e-08,4.084041054306862,3.8084302996629544,5.331802419532238,0.27741388561672575,0.9493899267207837,4.08584418527968
Scale 1.0,29,2.3289654443244236e-08,1.4089397922133918e-10,2.0002396054320848e-08,4.083728983090842,3.807999606965324,5.33119944974888,0.27753541340192467,0.9500330143156646,4.0855350203672485
Scale 1.0,30,2.3429696841264836e-08,1.4004239802060002e-10,2.000247859821923e-08,4.083422180541404,3.8075716018523114,5.33060024259413,0.2776593297830324,0.9506976449558238,4.085230931635344
Scale 1.0,31,2.356890315744125e-08,1.3920631617641358e-10,2.000256114029562e-08,4.083120406805048,3.8071462397435165,5.33000473564092,0.27778547396479913,0.9513826398030094,4.084931713708316
Scale 1.0,32,2.3707288422283625e-08,1.3838526484237523e-10,2.000264368062514e-08,4.082823463973097,3.806723486786001,5.329412881502744,0.2779136663762304,0.9520868129481848,4.084637153162231
Scale 1.0,33,2.3844867214609184e-08,1.375787923255596e-10,2.0002726219280302e-08,4.082531136827492,3.806303303621747,5.328824625068101,0.2780437269838597,0.9528088333339326,4.084347030605607
Scale 1.0,34,2.3981653683596403e-08,1.3678646898721835e-10,2.000280875633297e-08,4.082243203386306,3.8058856363228597,5.328239890853283,0.2781755321688904,0.9535478320916582,4.0840611684917505
Scale 1.0,35,2.41176615634387e-08,1.3600787984229625e-10,2.0002891291852768e-08,4.0819594962614225,3.8054704688261256,5.3276586563574995,0.2783088991963665,0.954302546048126,4.083779368022492
Scale 1.0,36,2.4252904185351748e-08,1.3524262191304886e-10,2.0002973825904897e-08,4.081679811033629,3.8050577121207563,5.327080796963983,0.27844365003523347,0.9550714388507089,4.08350136215599
Scale 1.0,37,2.438739449911305e-08,1.344903137613031e-10,2.000305635855124e-08,4.081403879279461,3.804647358114774,5.326506301351856,0.2785796421489893,0.9558536283304733,4.083227000263763
Scale 1.0,38,2.452114509127521e-08,1.3375059216215895e-10,2.0003138889851354e-08,4.081131564887175,3.8042393751108987,5.32593512515669,0.27871676775006726,0.956648424598626,4.082956142860966
Scale 1.0,39,2.4654168184720675e-08,1.3302309344546485e-10,2.000322141986146e-08,4.080862712042318,3.8038337375456983,5.3253672325607795,0.2788547357608904,0.9574536293728357,4.082688473306589
Scale 1.0,40,2.478647566309494e-08,1.3230747837426406e-10,2.0003303948632807e-08,4.080597015074519,3.8034304116512714,5.324802576305359,0.2789934231443421,0.9582685249229144,4.082423834795613
Scale 1.0,41,2.491807908287989e-08,1.3160341978495266e-10,2.0003386476214166e-08,4.080334318339413,3.8030293858417137,5.324241140178305,0.2791326837846549,0.9590920459003165,4.082162069626369
Scale 1.0,42,2.504898967769857e-08,1.3091059481867723e-10,2.0003469002650943e-08,4.08007446272061,3.802630614179334,5.323682859850564,0.279272271831391,0.9599223429505273,4.081902886010725
Scale 1.0,43,2.5179218379506223e-08,1.3022870180765462e-10,2.0003551527985333e-08,4.079817156596358,3.802234077953802,5.323127709134475,0.27941209896191455,0.9607588341784137,4.081646176915717
Scale 1.0,44,2.530877582305209e-08,1.2955744354586757e-10,2.0003634052256557e-08,4.079562296630581,3.801839716459021,5.322575603043774,0.2795519754198304,0.9615999552887899,4.081391691878852
Scale 1.0,45,2.5437672354391383e-08,1.2889653133929174e-10,2.0003716575501115e-08,4.079309627965065,3.801447490002849,5.322026486005299,0.2796917114762224,0.9624441700160418,4.081139201479071
Scale 1.0,46,2.556591804945796e-08,1.2824569506657584e-10,2.0003799097750842e-08,4.079058928986853,3.8010573462674446,5.32148028477306,0.27983123773774143,0.9632908625764287,4.080888584005186
Scale 1.0,47,2.5693522717438102e-08,1.2760466798014382e-10,2.0003881619036702e-08,4.078810074815161,3.800669218219074,5.3209369055107345,0.2799703933741391,0.9641385884804237,4.080639611593213
Scale 1.0,48,2.5820495912228188e-08,1.2697319479008544e-10,2.0003964139386015e-08,4.078562837245559,3.8002830533558507,5.320396274703967,0.28010905900975736,0.9649863390837936,4.080392112365608
Scale 1.0,49,2.594684693805262e-08,1.2635102582443313e-10,2.0004046658822947e-08,4.078317046764103,3.7998987990875754,5.319858318720449,0.2802470726659587,0.9658326576287379,4.080145871753534
Scale 1.0,50,2.607258485921929e-08,1.2573792116666987e-10,2.000412917736929e-08,4.078072482196167,3.799516373838962,5.319322923375239,0.2803843125899784,0.9666763858191132,4.079900686428941
Scale 1.0,51,2.619771851218876e-08,1.251336529694691e-10,2.000421169504348e-08,4.077828973116399,3.799135766879031,5.3187900736314315,0.2805206723929986,0.9675166525646155,4.079656439272029
Scale 1.0,52,2.632225650708411e-08,1.245379948953504e-10,2.000429421186268e-08,4.077586350823741,3.7987568831385614,5.318259636392927,0.2806559978695458,0.9683520099551899,4.079412881008107
Scale 1.0,53,2.6446207232222365e-08,1.2395072513825455e-10,2.0004376727839926e-08,4.077344405441678,3.798379687772111,5.317731562878308,0.2807900736357478,0.9691806770054257,4.079169761407859
Scale 1.0,54,2.6569578870276792e-08,1.2337163805442738e-10,2.0004459242984172e-08,4.0771028737709365,3.798004138189297,5.317205793465575,0.28092282892751563,0.9700020424381961,4.0789269671168125
Scale 1.0,55,2.669237939318433e-08,1.2280052290753765e-10,2.0004541757303146e-08,4.076861644550803,3.797630178967478,5.316682250555033,0.28105401312128186,0.9708138711669676,4.07868419208876
Scale 1.0,56,2.6814616573000655e-08,1.222371798163254e-10,2.000462427079965e-08,4.076620411927306,3.797257794023711,5.316160911635464,0.28118340532550484,0.9716147302268467,4.078441199349216
Scale 1.0,57,2.6936297992368216e-08,1.2168141936756092e-10,2.0004706783473602e-08,4.076378946019889,3.796886919417658,5.315641687181497,0.281310924494237,0.9724036232065743,4.078197843911895
Scale 1.0,58,2.7057431037001884e-08,1.2113304463366755e-10,2.000478929532263e-08,4.076137090458841,3.7965175587027735,5.315124582180317,0.28143619249359586,0.9731777369722181,4.077953751196369
Scale 1.0,59,2.717802290688595e-08,1.2059186988406666e-10,2.0004871806338657e-08,4.075894479121872,3.7961496863314785,5.314609560865378,0.2815589769340464,0.9739353089812965,4.077708663265525
Scale 1.0,60,2.7298080633038656e-08,1.2005772615270534e-10,2.000495431650921e-08,4.0756508543594725,3.7957832884244227,5.3140966037951785,0.28167918443089746,0.9746757103022219,4.07746247285532
Scale 1.0,61,2.741761107125563e-08,1.1953043821697476e-10,2.0005036825822304e-08,4.075406107513823,3.7954183748652013,5.3135857248114355,0.2817965001790809,0.9753966416498443,4.077214875044282
Scale 1.0,62,2.7536620914964416e-08,1.1900984370878514e-10,2.0005119334259157e-08,4.075159933485246,3.7950549388662167,5.313076914413067,0.2819107871707992,0.9760971151118802,4.076965726037016
Scale 1.0,63,2.765511670037094e-08,1.1849578540652297e-10,2.0005201841800058e-08,4.074912190604333,3.794692904150759,5.312570065811272,0.28202195606041347,0.9767759905261144,4.0767148602111725
Scale 1.0,64,2.777310481655956e-08,1.1798811618862204e-10,2.00052843484226e-08,4.074662712954776,3.794332343536609,5.31206528095035,0.2821298424029844,0.9774326363725905,4.076462185939594
Scale 1.0,65,2.78905915004353e-08,1.1748668387574015e-10,2.0005366854103052e-08,4.074411411061172,3.7939732290789796,5.311562520717118,0.2822342516725953,0.9780652763458448,4.076207480751575
Scale 1.0,66,2.8007582848250846e-08,1.1699134781554509e-10,2.0005449358813937e-08,4.0741580586770825,3.793615549615494,5.311061769459741,0.2823350774058024,0.9786732450064761,4.075950627021296
Scale 1.0,67,2.8124084816502552e-08,1.1650196825170668e-10,2.0005531862526775e-08,4.073902542550376,3.7932593170780144,5.310563043909582,0.28243213316033633,0.9792552538785628,4.0756914502383506
Scale 1.0,68,2.824010322942446e-08,1.1601841292190625e-10,2.0005614365209075e-08,4.073644688862765,3.7929045387896547,5.3100663543092,0.28252534595059475,0.9798105725321591,4.07542988474025
Scale 1.0,69,2.8355643784112337e-08,1.1554055468787817e-10,2.0005696866827746e-08,4.073384426259563,3.792551187232163,5.309571662127041,0.28261461052151426,0.980338510310304,4.0751657977536775
Scale 1.0,70,2.8470712058146792e-08,1.1506827403445478e-10,2.000577936734848e-08,4.073121631948621,3.7921992858599736,5.3090790002018196,0.28269988922527545,0.980838907399459,4.074899175085249
Scale 1.0,71,2.8585313503988496e-08,1.1460144584170438e-10,2.0005861866735155e-08,4.072856282370547,3.7918488229882543,5.308588352183741,0.28278101301126574,0.9813103498813209,4.07462983599952
Scale 1.0,72,2.8699453459190844e-08,1.1413995520234832e-10,2.0005944364949617e-08,4.072588203752904,3.7914998019492905,5.308099722729164,0.28285792768236506,0.9817525330269063,4.0743577296316555
Scale 1.0,73,2.881313714832374e-08,1.1368368913289517e-10,2.000602686195241e-08,4.07231734281418,3.7911522157469295,5.307613102043952,0.2829305590160247,0.9821647948340697,4.074082774762954
Scale 1.0,74,2.8926369685764163e-08,1.1323253744042336e-10,2.0006109357703078e-08,4.072043620721758,3.7908060686058183,5.307128496051888,0.2829988116980821,0.9825464695710622,4.0738048803039
Scale 1.0,75,2.903915608208706e-08,1.1278639632289811e-10,2.000619185215883e-08,4.071766942831078,3.790461372943892,5.306645922118236,0.28306264691302707,0.982897347216138,4.073524019856919
Scale 1.0,76,2.915150125145698e-08,1.1234516936991763e-10,2.0006274345277098e-08,4.071487287501351,3.790118107146658,5.3061653500001,0.2831221246012173,0.9832177241189726,4.073240231747875
Scale 1.0,77,2.926341001773427e-08,1.11908766277291e-10,2.0006356837015894e-08,4.0712046898320144,3.789776274354479,5.305686784094917,0.2831773293112943,0.9835082106723405,4.072953603665773
Scale 1.0,78,2.937488710968822e-08,1.1147709195394968e-10,2.0006439327334293e-08,4.070919235738872,3.7894358715632355,5.305210220186666,0.2832282071213549,0.983768399747234,4.07266407868459
Scale 1.0,79,2.948593717419947e-08,1.1105006451124971e-10,2.000652181619211e-08,4.070630882332218,3.7890968989132263,5.304735658479487,0.28327493070315973,0.983999499419113,4.072371829616386
Scale 1.0,80,2.9596564778329642e-08,1.1062760413017289e-10,2.000660430355088e-08,4.070339783086963,3.788759331772565,5.304263064489874,0.2833176327408722,0.9842023798270532,4.072076964513437
Scale 1.0,81,2.97067744017647e-08,1.1020962343505871e-10,2.0006686789375826e-08,4.070046056819542,3.788423167819425,5.3037924349467005,0.28335627051585366,0.9843766747161844,4.0717794383352786
Scale 1.0,82,2.98165704471307e-08,1.0979604536599623e-10,2.0006769273631354e-08,4.069749657947574,3.7880884068355467,5.30332376957071,0.28339097155509413,0.9845233682629235,4.071479378390641
Scale 1.0,83,2.992595724160486e-08,1.0938679447416425e-10,2.0006851756287618e-08,4.069450716489903,3.787755016830703,5.302857023564677,0.2834218567003526,0.9846431176585355,4.071176873531055
Scale 1.0,84,3.003493903081793e-08,1.089817892130705e-10,2.0006934237315878e-08,4.069149312561471,3.7874230092524894,5.302392212954473,0.2834488702445932,0.9847355433196299,4.070871879497083
