Variant,Cycle,SEI Thickness [m],Growth Rate [m/cycle],Crack Length [m],Discharge Capacity [A.h],CC Capacity [A.h],CC Time [h],CV Capacity [A.h],CV Time [h],Total Charge Capacity [A.h]
Scale 0.1,100,3.178523634981296e-08,1.0442356551484838e-10,2.1315986681107113e-08,3.9423379879669684,3.6582890973748894,5.12160473632261,0.2856556024385203,0.9874066507083796,3.9439446998134096
Scale 0.1,101,3.188933469177914e-08,1.0409834196618322e-10,2.132972780489718e-08,3.9416774900833293,3.6575856391562045,5.120619894818758,0.2856971507763435,0.9876969596337819,3.9432827899325478
Scale 0.1,102,3.1993110929826893e-08,1.037762380477508e-10,2.134348098810537e-08,3.941016330929918,3.656882861864811,5.119636006611305,0.2857372897783097,0.9879769124284188,3.942620151643121
Scale 0.1,103,3.209656813118606e-08,1.0345720135916808e-10,2.1357246242348064e-08,3.94035443334497,3.6561807406227564,5.118653036870782,0.2857760240035726,0.98824633886084,3.941956764626329
Scale 0.1,104,3.219970931089804e-08,1.0314117971197571e-10,2.137102357833383e-08,3.939691785340146,3.655479284293329,5.1176709980085064,0.285813279042409,0.9885048322983678,3.941292563335738
Scale 0.1,105,3.230253743258654e-08,1.0282812168850108e-10,2.1384813006416115e-08,3.939028309162767,3.6547784628784834,5.116689848033154,0.28584904351185847,0.9887520860939105,3.9406275063903418
Scale 0.1,106,3.240505541175365e-08,1.0251797916711502e-10,2.139861453758781e-08,3.9383639730749653,3.654078287961466,5.115709603146698,0.28588326902176503,0.9889879183009924,3.939961556983231
Scale 0.1,107,3.250726611568797e-08,1.0221070393431834e-10,2.1412428182236774e-08,3.937698736703637,3.653378747970289,5.114730247159557,0.2859159472277981,0.9892120912358706,3.939294695198087
Scale 0.1,108,3.2609172368587975e-08,1.0190625290000316e-10,2.142625395054337e-08,3.9370325796197343,3.652679834830672,5.113751768765951,0.28594711131651745,0.9894248945237791,3.9386269461471897
Scale 0.1,109,3.2710776949488394e-08,1.0160458090041905e-10,2.1440091853011257e-08,3.936365534347674,3.6519815591820852,5.112774182855034,0.2859767105459944,0.9896260399242038,3.9379582697280795
Scale 0.1,110,3.2812082594169825e-08,1.0130564468143152e-10,2.145394189968315e-08,3.935697540196075,3.6512838914938586,5.111797448095643,0.2860047764758415,0.9898156338826141,3.9372886679697
Scale 0.1,111,3.291309199562991e-08,1.0100940146008138e-10,2.1467804100707494e-08,3.935028627665324,3.6505868503067265,5.1108215904296825,0.2860312772576584,0.9899934654770792,3.936618127564385
Scale 0.1,112,3.3013807806975695e-08,1.0071581134578872e-10,2.1481678466136134e-08,3.934358765670035,3.6498904249302546,5.109846594903395,0.28605624095067106,0.9901597720038211,3.935946665880926
Scale 0.1,113,3.3114232639299244e-08,1.0042483232354885e-10,2.149556500619358e-08,3.933687974256149,3.6491945733588693,5.1088724027039305,0.286079674691612,0.9903142971271137,3.935274248050481
Scale 0.1,114,3.321436906469326e-08,1.0013642539401273e-10,2.1509463731383244e-08,3.9330162227422965,3.6484994207147183,5.107899189004314,0.28610145363333866,0.9904569548651239,3.934600874348057
Scale 0.1,115,3.3314219616395455e-08,9.985055170219748e-11,2.15233746516375e-08,3.9323435061241154,3.647804828315272,5.106926759641638,0.28612171957619525,0.9905879198766456,3.9339265478914673
Scale 0.1,116,3.341378679190476e-08,9.956717550930816e-11,2.153729777765809e-08,3.931669833307332,3.6471108501724614,5.105955190243307,0.2861404432905258,0.9907073519977416,3.933251293462987
Scale 0.1,117,3.35130730476049e-08,9.92862557001405e-11,2.1551233119489906e-08,3.9309952225362306,3.646417460871632,5.1049844452215325,0.28615756973149076,0.9908146712944159,3.9325750306031226
Scale 0.1,118,3.361208080708853e-08,9.900775948362713e-11,2.1565180687942586e-08,3.9303196028621112,3.645724685866827,5.104014560214424,0.2861731493332913,0.9909104258131691,3.931897835200118
Scale 0.1,119,3.371081245599895e-08,9.873164891042223e-11,2.15791404933438e-08,3.929643038279485,3.645032499615614,5.1030454994659635,0.28618714121045924,0.9909941877538273,3.931219640826073
Scale 0.1,120,3.380927034679141e-08,9.845789079245805e-11,2.1593112545997126e-08,3.9289654733805603,3.6443409283970665,5.102077299764602,0.2861995617399062,0.9910662463899484,3.9305404901369725
Scale 0.1,121,3.390745680075024e-08,9.81864539588295e-11,2.1607096856627068e-08,3.9282869442559005,3.643649944443981,5.101109922221695,0.28621048152969925,0.9911269752560763,3.9298604259736805
Scale 0.1,122,3.400537410639439e-08,9.79173056441515e-11,2.1621093435577682e-08,3.927607494217381,3.6429595486917097,5.100143368168855,0.2862199033967712,0.9911764035144124,3.929179452088481
Scale 0.1,123,3.4103024521117544e-08,9.765041472315284e-11,2.1635102293000294e-08,3.926927132746847,3.6422697673801694,5.0991776743293755,0.28622784016770136,0.9912147235478415,3.928497607547871
Scale 0.1,124,3.4200410275997606e-08,9.738575488006173e-11,2.1649123438713985e-08,3.926245894020922,3.641580566655925,5.098212793316691,0.28623440963579955,0.9912428075006119,3.9278149762917245
Scale 0.1,125,3.4297533568186294e-08,9.712329218868738e-11,2.1663156883445663e-08,3.9255638613307764,3.640891964406776,5.09724875017195,0.2862395506224828,0.9912600661314883,3.927131515029259
Scale 0.1,126,3.4394396569694935e-08,9.686300150864192e-11,2.1677202637631968e-08,3.9248809941336806,3.6402039510265407,5.096285531433281,0.28624337327408517,0.9912674728424804,3.926447324300626
Scale 0.1,127,3.4491001423156615e-08,9.660485346167947e-11,2.16912607116741e-08,3.9241973907377226,3.639516524565689,5.095323134390085,0.2862458903900821,0.9912649983410802,3.9257624149557713
Scale 0.1,128,3.458735024499787e-08,9.634882184125576e-11,2.1705331116088226e-08,3.9235130640665576,3.6388296896532113,5.094361565515314,0.28624715420518193,0.9912531499354742,3.925076843858393
Scale 0.1,129,3.468344512452908e-08,9.60948795312124e-11,2.1719413861530376e-08,3.9228280731558436,3.6381434359232894,5.09340081028941,0.28624719501334844,0.9912321555127761,3.924390630936638
Scale 0.1,130,3.477928812430292e-08,9.584299977383815e-11,2.173350895883147e-08,3.922142432366134,3.6374577719697814,5.092440880765565,0.2862460545858573,0.9912022633282618,3.9237038265556388
Scale 0.1,131,3.487488128060636e-08,9.559315630344202e-11,2.1747616419344152e-08,3.921456194677986,3.6367726840666115,5.091481757694,0.28624376561593856,0.991163667066834,3.92301644968255
Scale 0.1,132,3.497022660517338e-08,9.53453245670138e-11,2.1761736254402503e-08,3.92076938203172,3.6360881702556838,5.090523438358176,0.28624037352593645,0.9911168109686486,3.92232854378162
Scale 0.1,133,3.506532608404855e-08,9.509947887517579e-11,2.1775868475532618e-08,3.9200820321889798,3.6354042205115285,5.089565908716651,0.2862359200007748,0.9910618616731313,3.921640140512303
Scale 0.1,134,3.5160181677803566e-08,9.48555937550135e-11,2.179001309467682e-08,3.9193941818281175,3.6347208395367865,5.088609175346257,0.286230403228129,0.9909989114875373,3.9209512427649154
Scale 0.1,135,3.5254795322567005e-08,9.461364476343912e-11,2.180417012371582e-08,3.918705831979802,3.6340380203911926,5.087653228547914,0.28622387396479554,0.9909282458825146,3.9202618943559884
Scale 0.1,136,3.534916893082863e-08,9.437360826162257e-11,2.181833957481682e-08,3.9180170263714524,3.633355750336644,5.086698050465827,0.28621636373031545,0.9908501139121313,3.919572114066959
Scale 0.1,137,3.544330438986626e-08,9.41354590376348e-11,2.183252146000493e-08,3.9173277840060687,3.6326740368182446,5.085743651542614,0.286207873252182,0.990764488219682,3.918881910070427
Scale 0.1,138,3.553720356615683e-08,9.389917629057009e-11,2.184671579153928e-08,3.9166381139105773,3.6319928700207016,5.0847900180218915,0.28619847551898087,0.9906719817504523,3.9181913455396824
Scale 0.1,139,3.563086830367099e-08,9.366473751415422e-11,2.186092258161831e-08,3.915948077693129,3.631312242729386,5.083837139815316,0.28618821601617256,0.9905727887301907,3.9175004587455584
