,SOC,kp,kn,e
0,0.9314994717644287,1.2249901586128327,0.9989609928908716,0.005567210865305563
1,0.8629953464377476,0.9349144762636422,0.901743367722689,0.005691631795007326
2,0.7944931095055265,0.6351324838447361,0.9936333201680483,0.005889641466403518
3,0.7259952441685253,0.4145607834594223,1.1304324830642933,0.006300985841230331
4,0.6574936579383464,0.2478618057261627,1.1211440911801887,0.018354958409170504
5,0.5889939690565131,0.3222454466959975,1.1144299255099221,0.02084672295831482
6,0.5204949979593898,0.27781618110231404,1.2460459660818917,0.008314967714297124
7,0.45199289396126585,0.17704385649583265,1.3860448876842164,0.006688135936583867
8,0.3834963941894187,0.10636097300325326,1.5246638750758938,0.007580032381998373
9,0.3149946104755533,0.1,0.2850948146888235,0.01722350894309756
10,0.24649153462265672,0.275052410668537,0.2379397489528372,0.013568610216236126
11,0.17799060469877048,0.340563907146768,0.5772400350635444,0.010763071105065141
12,0.10948791561199533,0.4188000382522599,0.652238307811671,0.13778137657756137
