,SOC,kp,kn,e
0,0.9314994717644287,1.4324100846214232,0.9036839897094897,0.013129035481706037
1,0.8629953464377476,1.162992194126379,0.915992490134075,0.009643477470646936
2,0.7944931095055265,0.8700187370602739,0.8598816647285586,0.011577524524308226
3,0.7259952441685253,0.600155638772307,0.7343414598323986,0.01139787666831449
4,0.6574936579383464,0.3855235778735582,0.7313276747918256,0.022842066261666343
5,0.5889939690565131,0.7987436861797838,0.8282310256024983,0.007716061568956807
6,0.5204949979593898,0.5056575890256265,0.6721404635709389,0.00821297251098611
7,0.45199289396126585,0.29946515652023264,0.6361236374221579,0.008407972583924986
8,0.3834963941894187,0.18779704781944695,0.414418688174526,0.01197488057660154
9,0.3149946104755533,0.2032628083422579,0.4167792691035655,0.0166388467142857
10,0.24649153462265672,0.8621062921261364,0.5656024558317657,0.0234875489743953
11,0.17799060469877048,1.7189202253455478,2.9235502794142847,0.1205518178927408
12,0.10948791561199533,0.17501494791061034,0.2750149479106103,0.47074321214171133
