,SOC,kp,kn,e
0,0.9314994717644287,1.455101952071312,0.9563790258875261,0.013023405125012554
1,0.8629953464377476,0.9998794169325586,0.990000727040237,0.009313579588787955
2,0.7944931095055265,0.6807590780419056,0.9810027254239067,0.009507658870481363
3,0.7259952441685253,0.4384670924329691,0.957032651744241,0.011369019248596015
4,0.6574936579383464,0.2571346313094348,0.9608913390108678,0.028503564760323265
5,0.5889939690565131,0.34354626048486825,0.7671113783765207,0.02724555710611428
6,0.5204949979593898,0.2928791440097297,1.8370673227429746,0.011355877317526655
7,0.45199289396126585,0.18815983629690416,10.0,0.007696712963787578
8,0.3834963941894187,0.11732448694935656,0.2919190730307611,0.00920245416287274
9,0.3149946104755533,0.09999999999999998,0.5616156147137479,0.021467527599949188
10,0.24649153462265672,0.5213986227569556,0.1946126763076699,0.01915504486474299
11,0.17799060469877048,0.42698169908439965,0.5521798608137194,0.016403575334176933
12,0.10948791561199533,0.42939458281455634,0.9386700751266335,0.14495650067764065
