,SOC,kp,kn,e
0,0.9314994717644287,1.2349873180306357,0.9987336602745948,0.004296602191792802
1,0.8629953464377476,0.9192492738998309,0.9350134389339932,0.004344945871721027
2,0.7944931095055265,0.6362726847014588,1.101516096741967,0.004424577205203765
3,0.7259952441685253,0.41840303385987015,0.9609365151215528,0.004571276649984632
4,0.6574936579383464,0.2512292268575334,1.0078504615123267,0.007914506384855339
5,0.5889939690565131,0.32667324167511125,0.7711732875821556,0.008262874455545955
6,0.5204949979593898,0.26813487085467774,0.8263868104211849,0.005309009000390323
7,0.45199289396126585,0.18218909662390753,9.859242317343424,0.004688248689620765
8,0.3834963941894187,0.11138841832236107,9.86288549211022,0.00494523562676333
9,0.3149946104755533,0.32963149216875326,0.09999999999999998,0.012239371116643381
10,0.24649153462265672,0.8287775753003733,0.17708578650782703,0.006041189133643672
11,0.17799060469877048,0.3395515771262964,0.5663482167063976,0.005991884292403414
12,0.10948791561199533,0.4156306661797127,0.7341957624927558,0.021235132249487552
