,SOC,kp,kn,e
0,0.9314994717644287,0.9999769418999938,0.9900000265838341,0.0032136931801701497
1,0.8629953464377476,0.7706728082243873,1.1472931138209934,0.001679880570556036
2,0.7944931095055265,0.5591446952178856,0.9836738895464816,0.001011077863569221
3,0.7259952441685253,0.3688185177489116,1.132892819726739,0.00142824744448601
4,0.6574936579383464,0.21743912688242575,1.095358142506238,0.014244469100950364
5,0.5889939690565131,0.2710514084890387,0.7395264273887764,0.020485762823918403
6,0.5204949979593898,0.24897392258390028,0.7973160922201765,0.004063061660789958
7,0.45199289396126585,0.16077129018666164,1.5778887008117155,0.0024147669935483283
8,0.3834963941894187,0.09999999999999998,0.17929127524629176,0.0018988132819784088
9,0.3149946104755533,0.23453624047073712,0.09999999999999998,0.033989538809634644
10,0.24649153462265672,9.690747920980685,0.135180085538212,0.005111121573622622
11,0.17799060469877048,0.2827191284958348,0.5174176537153236,0.0012423514628269467
12,0.10948791561199533,0.09999999999999998,0.09999999999999998,3.590331322363358e-05
