,SOC,kp,kn,e
0,0.9314994717644287,1.2249901586128327,0.9989609928908716,0.005567210865305563
1,0.8629953464377476,0.9186448454042342,0.9625626125968558,0.005680634737920367
2,0.7944931095055265,0.6463174143423817,1.088848875041084,0.005880331385960067
3,0.7259952441685253,0.41819979549577657,0.960830764301897,0.006288448900622324
4,0.6574936579383464,0.25035079326720544,0.9805777792860922,0.01895058374718273
5,0.5889939690565131,0.3186723661046774,0.7678370231098739,0.020614260830720613
6,0.5204949979593898,0.26728964903912655,0.8265620073689209,0.008502706885666074
7,0.45199289396126585,0.18215445719939366,9.859248881765511,0.006616166466846716
8,0.3834963941894187,0.11139898992968139,9.862631373817651,0.007359911248738484
9,0.3149946104755533,0.3297946260900518,0.09999999999999998,0.0450881717542842
10,0.24649153462265672,0.8025791261261922,0.1927141412162563,0.01282143507983742
11,0.17799060469877048,0.3372003742024613,0.571586523298006,0.010774977625179495
12,0.10948791561199533,0.4189785227389324,0.7256580278332613,0.1359520715451841
