,SOC,kp,kn,e
0,0.9314994717644287,1.2349869044413024,0.9987486255974809,0.0042966025651219614
1,0.8629953464377476,0.9191999966212507,0.9349476517562384,0.004344962727653309
2,0.7944931095055265,0.6419817677502102,1.5658297850863525,0.004420879798602622
3,0.7259952441685253,0.42119532857153646,1.0000415659174098,0.004572531134202381
4,0.6574936579383464,0.2612116317160741,1.2897021770269066,0.007945467342823554
5,0.5889939690565131,0.31143653687883577,0.8887720067660728,0.008292115637210221
6,0.5204949979593898,0.2789452114028164,1.3177906325812456,0.0052545029931892195
7,0.45199289396126585,0.18366386937173368,2.4166241077440898,0.004716448352913544
8,0.3834963941894187,0.11835983880974131,0.153914038399234,0.005918639470344464
9,0.3149946104755533,0.331341393444554,0.09999999999999998,0.012239635704245367
10,0.24649153462265672,1.3905143689513904,0.1601486246584085,0.006029727787707034
11,0.17799060469877048,0.34101573410681346,0.5772074609377403,0.005982004266913324
12,0.10948791561199533,0.2881410135998671,0.9612568421210055,0.017319689568009264
