,SOC,kp,kn,e
0,0.9314994717644287,1.43492951586079,0.9061221007254658,0.01312965030518803
1,0.8629953464377476,0.999842414850142,0.9900012417310676,0.00929182323347024
2,0.7944931095055265,0.6701395179308359,0.9712938259890904,0.009424697835465654
3,0.7259952441685253,0.4365408603661396,0.9688739498779391,0.011275950827136309
4,0.6574936579383464,0.25447038653831605,0.9782355128108526,0.028277016736168704
5,0.5889939690565131,0.34597227674643083,0.7283210206624822,0.027384197455263243
6,0.5204949979593898,0.2900659037174387,1.862324933148085,0.011287444935236077
7,0.45199289396126585,0.1787234746270231,10.0,0.007594011586955344
8,0.3834963941894187,0.11769126662287559,0.2896775157869106,0.009190267903903999
9,0.3149946104755533,0.4288874736202564,0.09999999999999998,0.06245175788940378
10,0.24649153462265672,0.5406263336810033,0.1932324998627072,0.018786045037994963
11,0.17799060469877048,0.3901448733489498,0.592563062750067,0.01616508662046
12,0.10948791561199533,0.4385655475415935,0.9247142893603377,0.1454528215056915
