,SOC,kp,kn,e
0,0.9314994717644287,1.4470244733375062,0.09999999999999998,0.012482065902268686
1,0.8629953464377476,1.1535241404723147,0.1942620702361572,0.009410388468556404
2,0.7944931095055265,0.8700196896495864,0.5100196896495863,0.01154765708747431
3,0.7259952441685253,0.591517648087746,3.6165176480877452,0.01134421299059404
4,0.6574936579383464,0.37302004303514874,10.0,0.01499679534959332
5,0.5889939690565131,0.7695181965205629,2.024518196520563,0.007171491844585878
6,0.5204949979593898,0.49601863776439725,10.0,0.007641360536971544
7,0.45199289396126585,0.30751992728236555,10.0,0.00795163078966338
8,0.3834963941894187,0.17901775807259834,10.0,0.011249595352183303
9,0.3149946104755533,0.13999999999999999,1.6505211281420153,0.013255991602821966
10,0.24649153462265672,0.5020189536873931,0.8370189536873932,0.02712824957179076
11,0.17799060469877048,2.7035166593160143,2.4185166593160154,0.12138284528134788
12,0.10948791561199533,10.0,1.3449692352832783,0.05020186746778409
