# OCP for graphite from Siegel 2022
# sto,ocp [V]
# extra point to avoid extrapolation
0.044535046,3.900597902
0.044603782,3.900553023
0.044672518,3.900508236
0.044741253,3.900463931
0.044809989,3.900420039
0.044878726,3.900376562
0.044947462,3.900332646
0.045016198,3.900289012
0.045084934,3.90024422
0.045153671,3.900200562
0.045222407,3.900155681
0.045291144,3.90011207
0.045359881,3.900067825
0.045428618,3.90002393
0.045497355,3.899981036
0.045566092,3.899937771
0.045634829,3.899893675
0.045703567,3.89985025
0.045772304,3.899806647
0.045841042,3.899762735
0.045909779,3.899718842
0.045978517,3.899674971
0.046047255,3.899630985
0.046115993,3.899587618
0.046184731,3.899544012
0.046253469,3.899500492
0.046322207,3.89945601
0.046390946,3.899412269
0.046459684,3.899368222
0.046528423,3.899324984
0.046597161,3.899280524
0.0466659,3.899236416
0.046734639,3.899191874
0.046803377,3.899147552
0.046872116,3.899103585
0.046940855,3.899059124
0.047009594,3.899014691
0.047078333,3.898970217
0.047147072,3.898926419
0.047215811,3.898882118
0.04728455,3.898838366
0.04735329,3.898794179
0.047422029,3.898750338
0.047490769,3.898706189
0.047559508,3.898661932
0.047628248,3.898618554
0.047696987,3.898574221
0.047765727,3.898530107
0.047834467,3.898486214
0.047903207,3.898441629
0.047971947,3.898396746
0.048040687,3.898352152
0.048109427,3.898308435
0.048178167,3.898265007
0.048246908,3.898220951
0.048315648,3.89817744
0.048384389,3.898133682
0.048453129,3.898090202
0.04852187,3.898046606
0.048590611,3.898002763
0.048659351,3.897958939
0.048728092,3.897915067
0.048796833,3.897870566
0.048865574,3.897826481
0.048934315,3.897782152
0.049003056,3.897738956
0.049071797,3.89769486
0.049140538,3.897650455
0.049209279,3.897606398
0.049278021,3.897562754
0.049346762,3.897517097
0.049415504,3.897472382
0.049484245,3.897427948
0.049552987,3.897383599
0.049621729,3.897339272
0.049690471,3.897295433
0.049759212,3.897251619
0.049827954,3.897207173
0.049896696,3.897162751
0.049965439,3.897117894
0.050034181,3.897073849
0.050102923,3.89702963
0.050171665,3.896984976
0.050240408,3.896941466
0.05030915,3.896897586
0.050377893,3.896853068
0.050446636,3.896808377
0.050515378,3.896764306
0.050584121,3.896719868
0.050652864,3.896675451
0.050721607,3.896631975
0.05079035,3.896587999
0.050859093,3.896543391
0.050927836,3.896499523
0.050996579,3.89645443
0.051065323,3.896409819
0.051134066,3.896366607
0.05120281,3.896322034
0.051271553,3.896278198
0.051340297,3.896234777
0.051409041,3.896191117
0.051477785,3.896147348
0.051546529,3.896103209
0.051615273,3.896060012
0.051684017,3.896015663
0.051752762,3.895971799
0.051821506,3.895927368
0.051890251,3.895882761
0.051958996,3.895838829
0.05202774,3.89579472
0.052096485,3.895750566
0.05216523,3.895706109
0.052233975,3.895661608
0.05230272,3.895617193
0.052371466,3.895572272
0.052440211,3.895527501
0.052508956,3.895483667
0.052577702,3.895439596
0.052646447,3.895394697
0.052715193,3.89535041
0.052783939,3.895305881
0.052852685,3.89526118
0.052921431,3.895216637
0.052990177,3.895172309
0.053058923,3.895128193
0.053127669,3.895083638
0.053196415,3.895039825
0.053265162,3.894994926
0.053333908,3.894951897
0.053402655,3.894907126
0.053471402,3.894862639
0.053540148,3.894818892
0.053608895,3.894775235
0.053677642,3.894731014
0.053746389,3.894686686
0.053815137,3.894643174
0.053883884,3.894600415
0.053952632,3.89455605
0.054021379,3.8945125
0.054090127,3.894469429
0.054158875,3.894426708
0.054227623,3.894383616
0.054296371,3.894339432
0.054365119,3.894295998
0.054433867,3.894252332
0.054502616,3.894208624
0.054571364,3.894164412
0.054640113,3.894120157
0.054708862,3.894076583
0.054777611,3.894033627
0.05484636,3.893990698
0.054915109,3.893948189
0.054983858,3.893903734
0.055052607,3.893859695
0.055121357,3.89381594
0.055190106,3.893772928
0.055258856,3.893729025
0.055327606,3.893685341
0.055396355,3.893641414
0.055465105,3.893598751
0.055533855,3.893555517
0.055602606,3.893512302
0.055671356,3.893469112
0.055740106,3.893425626
0.055808856,3.893381844
0.055877607,3.893338549
0.055946358,3.893296722
0.056015108,3.893253807
0.056083859,3.893210787
0.05615261,3.89316733
0.056221361,3.893123962
0.056290112,3.893080616
0.056358863,3.893037098
0.056427614,3.892993471
0.056496365,3.892950919
0.056565117,3.89290767
0.056633868,3.892864576
0.05670262,3.89282105
0.056771372,3.892777875
0.056840123,3.892734989
0.056908876,3.89269147
0.056977628,3.892648958
0.05704638,3.892605682
0.057115133,3.892562102
0.057183885,3.892518876
0.057252638,3.892475151
0.057321391,3.892431644
0.057390143,3.892388755
0.057458896,3.892344586
0.05752765,3.892301426
0.057596403,3.892258028
0.057665156,3.892215249
0.057733909,3.892171779
0.057802663,3.892128531
0.057871417,3.892085304
0.05794017,3.892043152
0.058008924,3.891999782
0.058077678,3.891957092
0.058146432,3.891913835
0.058215187,3.891871191
0.058283941,3.891828175
0.058352695,3.891784719
0.05842145,3.891742335
0.058490205,3.891699122
0.058558959,3.891656452
0.058627714,3.891613344
0.058696469,3.891570129
0.058765225,3.891527333
0.05883398,3.891485811
0.058902735,3.89144373
0.058971491,3.891401282
0.059040247,3.891358069
0.059109002,3.891315731
0.059177758,3.891273419
0.059246514,3.891230671
0.05931527,3.891187814
0.059384027,3.891146037
0.059452783,3.891103237
0.05952154,3.89106066
0.059590296,3.891017918
0.059659053,3.890975794
0.05972781,3.890933171
0.059796567,3.890890706
0.059865324,3.890847877
0.059934081,3.890805274
0.060002839,3.890762829
0.060071596,3.890719822
0.060140354,3.890676576
0.060209112,3.89063368
0.06027787,3.890590547
0.060346628,3.890547504
0.060415386,3.890504618
0.060484144,3.890461821
0.060552903,3.890418589
0.060621661,3.890375316
0.06069042,3.890332065
0.060759179,3.89028864
0.060827938,3.890244717
0.060896697,3.890201281
0.060965457,3.890158265
0.061034216,3.89011521
0.061102976,3.890072318
0.061171735,3.890028867
0.061240495,3.88998564
0.061309256,3.889942444
0.061378016,3.889899998
0.061446776,3.889857518
0.061515537,3.889815206
0.061584298,3.889772863
0.061653059,3.889730024
0.06172182,3.889686949
0.061790581,3.88964397
0.061859343,3.889601743
0.061928105,3.889558692
0.061996866,3.889516657
0.062065628,3.889473339
0.062134391,3.889430831
0.062203153,3.889388414
0.062271916,3.889345297
0.062340678,3.889301418
0.062409441,3.889259007
0.062478204,3.88921616
0.062546968,3.889173213
0.062615731,3.889130363
0.062684495,3.889087667
0.062753259,3.889045259
0.062822023,3.88900255
0.062890787,3.88896
0.062959551,3.888916366
0.063028316,3.888873025
0.06309708,3.888829654
0.063165845,3.888786126
0.06323461,3.888742895
0.063303375,3.888699108
0.06337214,3.888656665
0.063440905,3.888613789
0.06350967,3.888570876
0.063578436,3.88852819
0.063647201,3.888485659
0.063715967,3.888443031
0.063784733,3.888401095
0.063853499,3.888357948
0.063922265,3.888315559
0.063991031,3.888273071
0.064059797,3.888231074
0.064128564,3.888189047
0.06419733,3.888146463
0.064266097,3.888104379
0.064334864,3.888061871
0.064403631,3.888019723
0.064472398,3.887976894
0.064541165,3.887934234
0.064609932,3.887891734
0.064678699,3.887849203
0.064747466,3.887806245
0.064816234,3.887763385
0.064885001,3.887721084
0.064953769,3.887677963
0.065022536,3.887635539
0.065091304,3.887593878
0.065160072,3.887551401
0.06522884,3.887508563
0.065297607,3.887466415
0.065366375,3.887424041
0.065435143,3.887381181
0.065503912,3.887338685
0.06557268,3.887296223
0.065641448,3.887254526
0.065710216,3.88721202
0.065778985,3.887169418
0.065847753,3.88712757
0.065916522,3.887085367
0.06598529,3.887043072
0.066054059,3.88700081
0.066122828,3.886958907
0.066191597,3.886916509
0.066260366,3.886873423
0.066329135,3.886831357
0.066397904,3.886788608
0.066466673,3.886746747
0.066535442,3.886704657
0.066604211,3.886663128
0.06667298,3.886621245
0.06674175,3.886578549
0.066810519,3.886536933
0.066879289,3.886494362
0.066948058,3.886452474
0.067016828,3.88641029
0.067085598,3.886368277
0.067154367,3.886326241
0.067223137,3.886284508
0.067291907,3.886243018
0.067360677,3.886201443
0.067429447,3.886159387
0.067498217,3.886117836
0.067566987,3.886076205
0.067635757,3.886035146
0.067704528,3.885993804
0.067773298,3.88595165
0.067842068,3.885909602
0.067910838,3.885868122
0.067979609,3.88582616
0.068048379,3.885784696
0.06811715,3.885742553
0.06818592,3.885701241
0.068254691,3.885659708
0.068323461,3.885618743
0.068392232,3.885576835
0.068461002,3.88553457
0.068529773,3.885493193
0.068598544,3.88545127
0.068667315,3.885408997
0.068736085,3.885367287
0.068804856,3.885325945
0.068873627,3.885283859
0.068942398,3.885242404
0.069011169,3.88520132
0.06907994,3.885159956
0.069148711,3.885119035
0.069217482,3.885077112
0.069286253,3.885035885
0.069355024,3.884995285
0.069423796,3.884954661
0.069492567,3.884913357
0.069561338,3.884872945
0.069630109,3.88483152
0.069698881,3.884790525
0.069767652,3.884750158
0.069836423,3.884708651
0.069905195,3.884667969
0.069973966,3.884626667
0.070042738,3.884585995
0.070111509,3.884544381
0.070180281,3.884502611
0.070249053,3.884461862
0.070317824,3.884420827
0.070386596,3.884379371
0.070455368,3.88433756
0.07052414,3.884296245
0.070592911,3.884255428
0.070661683,3.88421439
0.070730455,3.884173457
0.070799227,3.884132826
0.070867998,3.884091847
0.07093677,3.884050911
0.071005542,3.884009819
0.071074314,3.883968708
0.071143086,3.883927838
0.071211858,3.883886353
0.07128063,3.883845561
0.071349402,3.883805596
0.071418174,3.883764947
0.071486946,3.883724597
0.071555718,3.883683302
0.07162449,3.883642368
0.071693262,3.883602328
0.071762035,3.883561613
0.071830807,3.88352186
0.071899579,3.883481493
0.071968351,3.88344116
0.072037124,3.883401127
0.072105896,3.883360408
0.072174668,3.883319856
0.072243441,3.883279209
0.072312213,3.883239056
0.072380986,3.883198473
0.072449758,3.883157988
0.072518531,3.88311741
0.072587304,3.883076541
0.072656076,3.883035838
0.072724849,3.882995294
0.072793622,3.88295478
0.072862394,3.882914763
0.072931167,3.882874785
0.07299994,3.882834255
0.073068713,3.882793829
0.073137485,3.882753375
0.073206258,3.882713421
0.073275031,3.882673511
0.073343804,3.882633248
0.073412577,3.88259289
0.07348135,3.882552636
0.073550123,3.882512356
0.073618897,3.882472439
0.07368767,3.88243262
0.073756443,3.882392834
0.073825216,3.882353015
0.07389399,3.882313026
0.073962763,3.882273462
0.074031536,3.88223387
0.07410031,3.882193988
0.074169083,3.882154209
0.074237857,3.882114926
0.074306631,3.882075085
0.074375404,3.882036004
0.074444178,3.881996439
0.074512952,3.881956783
0.074581726,3.881917165
0.074650499,3.881878568
0.074719273,3.881839153
0.074788047,3.881800103
0.074856821,3.881761161
0.074925595,3.881721211
0.074994368,3.881681819
0.075063142,3.881642331
0.075131916,3.881603408
0.07520069,3.881564858
0.075269464,3.881525239
0.075338238,3.881485661
0.075407011,3.88144592
0.075475785,3.881406799
0.075544559,3.881368031
0.075613333,3.881328838
0.075682107,3.881289349
0.075750881,3.881250089
0.075819655,3.881210333
0.075888429,3.881171196
0.075957202,3.881132355
0.076025976,3.881094341
0.07609475,3.881055707
0.076163523,3.881016579
0.076232297,3.880977154
0.076301071,3.880938218
0.076369844,3.880899508
0.076438618,3.880861355
0.076507392,3.880823638
0.076576165,3.880784716
0.076644939,3.880746087
0.076713713,3.880707227
0.076782486,3.880668336
0.07685126,3.880630002
0.076920034,3.880591568
0.076988807,3.880553096
0.077057581,3.880514457
0.077126354,3.880476049
0.077195128,3.880437672
0.077263902,3.880399521
0.077332675,3.880361396
0.077401449,3.880323493
0.077470223,3.880286079
0.077538996,3.880247584
0.07760777,3.880208988
0.077676544,3.880170487
0.077745317,3.880132147
0.077814091,3.880094163
0.077882865,3.880055684
0.077951639,3.880017168
0.078020412,3.879979145
0.078089186,3.879940433
0.07815796,3.879902281
0.078226733,3.879863701
0.078295507,3.879825345
0.078364281,3.879787607
0.078433055,3.879749111
0.078501828,3.879710573
0.078570602,3.879672652
0.078639376,3.879634362
0.078708149,3.879595765
0.078776923,3.879557516
0.078845697,3.879519155
0.078914471,3.879480682
0.078983245,3.879442562
0.079052019,3.879404469
0.079120794,3.879366798
0.079189568,3.879328698
0.079258343,3.879290038
0.079327117,3.879252192
0.079395892,3.879214639
