Time (s),Voltage (V),Current (A),Cell Temperature,Thermocouple_2,Force,Current Shunt,CO2 from CAN (ppm),Humidity,Pressure,Status 1 ,Gas Temperature,Status 2,Thermal Conductivity,Temperature_T_type
194.192,0.088444381,0,107.0099053,100.3180601,27.12371545,-15.90356824,479,28.4,100,0,23.5,0,0.701,100.6379001
194.292,0.088404514,0,106.990558,100.2987845,27.13989894,-15.89161377,479,28.4,100,0,23.5,0,0.701,100.6344909
194.392,0.088245048,0,106.990558,100.2987845,27.2208164,-15.9434165,479,28.4,100,0,23.5,0,0.701,100.620854
194.492,0.088284915,0,106.9615374,100.2505964,27.15608243,-15.85176551,479,28.4,100,0,23.5,0,0.701,100.6242632
194.592,0.088125448,0,106.9808844,100.2505964,27.17550262,-15.77206899,479,28.4,100,0,23.5,0,0.701,100.6140354
194.692,0.087926115,0,106.9131707,100.2698715,27.16902923,-15.85176551,479,28.4,100,0,23.5,0,0.701,100.6174447
194.792,0.087926115,0,106.951864,100.221684,27.20786961,-15.82387173,479,28.4,100,0,23.5,0,0.701,100.6038074
194.892,0.087766649,0,106.9034975,100.2313214,27.20139621,-15.75214487,479,28.4,100,0,23.5,0,0.701,100.600398
194.992,0.087686916,0,106.8938244,100.2024093,27.25642008,-15.79199312,479,28.4,100,0,23.5,0,0.356,100.5867603
195.092,0.087527449,0,106.8841513,100.192772,27.25965678,-15.87965929,479,28.4,100,0,23.5,0,0.356,100.5833508
195.192,0.087447716,0,106.8841513,100.1831348,27.25965678,-15.81191725,479,28.4,100,0,23.5,0,0.356,100.5765318
195.292,0.087248383,0,106.8648053,100.1638604,27.24670999,-15.6644787,479,28.4,100,0,23.5,0,0.356,100.5833508
195.392,0.08716865,0,106.8357867,100.1638604,27.29202376,-15.64056975,479,28.4,100,0,23.5,0,0.356,100.5697128
195.492,0.087088917,0,106.8551324,100.1445863,27.31144396,-15.68838766,479,28.4,100,0,23.5,0,0.356,100.5697128
195.592,0.086969317,0,106.8261139,100.1253123,27.29526046,-15.55688841,479,28.4,100,0,23.5,0,0.356,100.5628937
195.692,0.086969317,0,106.8357867,100.1253123,27.30497056,-15.60470632,479,28.4,100,0,23.5,0,0.356,100.5594841
195.792,0.086849717,0,106.8261139,100.1060384,27.32115405,-15.70034213,479,28.4,100,0,23.5,0,0.356,100.5458455
195.892,0.086690251,0,106.7970958,100.1060384,27.36646783,-15.6644787,479,28.4,100,0,23.5,0,0.356,100.5356164
195.992,0.086650384,0,106.7874232,100.0867648,27.36646783,-15.46922224,479,28.4,100,0,23.5,0,0.356,100.5390261
196.092,0.086490918,0,106.7777507,100.0578547,27.37617792,-15.56884288,479,28.4,100,0,23.5,0,0.592,100.5322067
196.192,0.086451051,0,106.7777507,100.0674913,27.32762745,-15.60072149,479,28.4,100,0,23.5,0,0.592,100.5253871
196.292,0.086331452,0,106.7777507,100.048218,27.34704764,-15.5090705,479,28.4,100,0,23.5,0,0.592,100.5117478
196.392,0.086251718,0,106.7390611,100.0289449,27.36970453,-15.58478219,479,28.4,100,0,23.5,0,0.592,100.508338
196.492,0.086171985,0,106.7293888,100.0289449,27.35999443,-15.50508567,479,28.4,100,0,23.5,0,0.592,100.508338
196.592,0.086132119,0,106.7003723,99.9903992,27.4150183,-15.56485806,479,28.4,100,0,23.5,0,0.592,100.4946983
196.692,0.086012519,0,106.6907002,99.97112661,27.38265132,-15.44531329,479,28.4,100,0,23.5,0,0.592,100.5015182
196.792,0.085892919,0,106.6907002,99.96149038,27.46033208,-15.50110085,479,28.4,100,0,23.5,0,0.592,100.4946983
196.892,0.085813186,0,106.6907002,99.94221805,27.39236142,-15.43734364,479,28.4,100,0,23.5,0,0.592,100.4810584
196.992,0.085613853,0,106.6616842,99.95185419,27.4279651,-15.48914637,479,28.4,100,0,23.5,0,0.592,100.4742383
197.092,0.085613853,0,106.6907002,99.95185419,27.39559811,-15.45328294,479,28.4,100,0,23.5,0,0.592,100.4674182
197.192,0.08553412,0,106.6423405,99.95185419,27.40207151,-15.38952573,479,28.4,100,0,23.5,0,0.12,100.4742383
197.292,0.08541452,0,106.6326687,99.89403799,27.43443849,-15.42140433,478,28.4,100,0,23.5,0,0.12,100.4537776
197.392,0.085374653,0,106.6326687,99.90367391,27.4214917,-15.36561678,478,28.4,100,0,23.5,0,0.12,100.4674182
197.492,0.085255054,0,106.6326687,99.87476627,27.44414859,-15.51305533,478,28.4,100,0,23.5,0,0.12,100.4605979
197.592,0.08517532,0,106.6326687,99.87476627,27.44738529,-15.35764712,478,28.4,100,0,23.5,0,0.12,100.4401368
197.692,0.085055721,0,106.6133253,99.89403799,27.45709538,-15.35764712,478,28.4,100,0,23.5,0,0.12,100.4333163
197.792,0.085055721,0,106.5746391,99.83622335,27.46033208,-15.37358643,478,28.4,100,0,23.5,0,0.12,100.4230854
197.892,0.084816521,0,106.5552963,99.84585902,27.46680548,-15.22614788,478,28.4,100,0,23.5,0,0.12,100.4264957
197.992,0.084776655,0,106.5843106,99.81695216,27.47975227,-15.40546503,477,28.4,100,0,23.5,0,0.12,100.4230854
198.092,0.084657055,0,106.545625,99.79768114,27.45709538,-15.337723,477,28.4,100,0,23.5,0,0.12,100.4162647
198.192,0.084577322,0,106.5262825,99.79768114,27.50564586,-15.25404166,477,28.4,100,0,23.5,0,0.12,100.4060335
198.292,0.084457722,0,106.5649677,99.79768114,27.50564586,-15.14645136,477,28.4,100,0,23.5,0,0.092,100.4060335
198.392,0.084417855,0,106.5069401,99.79768114,27.54448624,-15.32576852,477,28.4,100,0,23.5,0,0.092,100.3889812
198.492,0.084377989,0,106.5262825,99.76877493,27.50564586,-15.25005683,477,28.4,100,0,23.5,0,0.092,100.3889812
198.592,0.084298256,0,106.4972691,99.73986912,27.55095964,-15.25802648,477,28.4,100,0,23.5,0,0.092,100.3889812
198.692,0.084178656,0,106.477927,99.74950434,27.52506605,-15.26599613,476,28.4,100,0,23.5,0,0.092,100.3958022
198.792,0.084019189,0,106.477927,99.73023393,27.57037983,-15.26599613,476,28.4,100,0,23.5,0,0.092,100.375339
198.892,0.083979323,0,106.4585852,99.71096369,27.52506605,-15.3536623,476,28.4,100,0,23.5,0,0.092,100.3651071
198.992,0.083859723,0,106.4392436,99.70132864,27.53477614,-15.12254241,476,28.4,100,0,23.5,0,0.092,100.3685178
199.092,0.08377999,0,106.4682561,99.68205866,27.55743303,-15.13848171,476,28.4,100,0,23.5,0,0.092,100.3582858
199.192,0.08366039,0,106.4295729,99.66278885,27.57685322,-15.17832997,476,28.4,100,0,23.5,0,0.092,100.3548751
199.292,0.083620523,0,106.4295729,99.65315402,27.58332662,-15.01893694,476,28.4,100,0,23.5,0,0.092,100.3412322
199.392,0.083461057,0,106.4392436,99.67242374,27.60598351,-15.03487624,476,28.4,100,0,23.5,0,0.083,100.3548751
199.492,0.083341457,0,106.38122,99.65315402,27.59627341,-15.11457276,476,28.4,100,0,23.5,0,0.083,100.3344106
199.592,0.083341457,0,106.400561,99.62424977,27.59627341,-15.12254241,476,28.4,100,0,23.5,0,0.083,100.3309998
199.692,0.083221858,0,106.3908905,99.62424977,27.60274681,-15.11058793,476,28.4,100,0,23.5,0,0.083,100.3309998
199.792,0.083181991,0,106.38122,99.65315402,27.58980002,-14.94322525,476,28.4,100,0,23.5,0,0.083,100.3139455
199.892,0.083102258,0,106.3908905,99.6146151,27.58656332,-15.05480037,476,28.4,100,0,23.5,0,0.083,100.3173564
199.992,0.082942791,0,106.38122,99.60498048,27.6189303,-15.00698246,476,28.4,100,0,23.5,0,0.083,100.3105345
200.092,0.082863058,0,106.3425386,99.57607688,27.6286404,-14.94721008,475,28.4,100,0,23.5,0,0.083,100.3037126
200.192,0.082783325,0,106.3425386,99.55680803,27.60274681,-14.88743769,475,28.4,100,0,23.5,0,0.083,100.2968907
200.292,0.082703592,0,106.3328683,99.54717367,27.66424408,-14.92728595,475,28.4,100,0,23.5,0,0.083,100.2832465
200.392,0.082623859,0,106.3328683,99.53753935,27.59951011,-14.92728595,475,28.4,100,0,23.5,0,0.083,100.2832465
200.492,0.082504259,0,106.3038579,99.50863666,27.60922021,-14.97510386,475,28.4,100,0,23.5,0,0.084,100.2798354
200.592,0.082504259,0,106.313528,99.53753935,27.622167,-14.97510386,475,28.4,100,0,23.5,0,0.084,100.2866576
200.692,0.082384659,0,106.3038579,99.50863666,27.622167,-14.98705834,475,28.4,100,0,23.5,0,0.084,100.2661909
200.792,0.082225193,0,106.2845179,99.50863666,27.67071748,-14.91134665,475,28.4,100,0,23.5,0,0.084,100.2627797
200.892,0.082185326,0,106.2845179,99.49900251,27.66100738,-14.89540735,475,28.4,100,0,23.5,0,0.084,100.2559573
200.992,0.082105593,0,106.2555082,99.48936841,27.6318771,-14.87149839,475,28.4,100,0,23.5,0,0.084,100.2457235
201.092,0.081946127,0,106.274848,99.45083243,27.64482389,-14.84360461,475,28.4,100,0,23.5,0,0.084,100.252546
201.192,0.081866394,0,106.2458385,99.46046636,27.67395418,-14.85954391,475,28.4,100,0,23.5,0,0.084,100.2423122
201.292,0.081866394,0,106.2458385,99.40266344,27.66748078,-14.89939217,475,28.4,100,0,23.5,0,0.084,100.2286669
201.392,0.08178666,0,106.226499,99.45083243,27.69661107,-14.81571083,475,28.4,100,0,23.5,0,0.084,100.2389009
201.492,0.081667061,0,106.2168294,99.42193091,27.65777068,-14.79180188,475,28.4,100,0,23.5,0,0.084,100.2286669
201.592,0.081667061,0,106.1878208,99.37376255,27.65777068,-14.69616606,475,28.4,100,0,23.5,0,0.078,100.2286669
201.692,0.081547461,0,106.1878208,99.35449552,27.65453399,-14.72405984,475,28.4,100,0,23.5,0,0.078,100.2116098
201.792,0.081547461,0,106.1588126,99.37376255,27.69337437,-14.7479688,475,28.4,100,0,23.5,0,0.078,100.2218441
201.892,0.081308261,0,106.168482,99.36412901,27.67071748,-14.76789292,475,28.4,100,0,23.5,0,0.078,100.2081983
201.992,0.081268395,0,106.1394741,99.35449552,27.67395418,-14.75593845,475,28.4,100,0,23.5,0,0.078,100.2013753
202.092,0.081228528,0,106.1201358,99.31596195,27.70308446,-14.73601432,475,28.4,100,0,23.5,0,0.078,100.2047868
202.192,0.081108928,0,106.1201358,99.30632867,27.69337437,-14.73999914,475,28.4,100,0,23.5,0,0.078,100.1809059
202.292,0.081069062,0,106.0911287,99.30632867,27.67719087,-14.67225711,475,28.4,100,0,23.5,0,0.078,100.1843175
202.392,0.080909595,0,106.1007976,99.28706223,27.68042757,-14.68022676,475,28.4,100,0,23.5,0,0.078,100.1740826
202.492,0.080829862,0,106.0717908,99.2581629,27.72250465,-14.65631781,475,28.4,100,0,23.5,0,0.078,100.1809059
202.592,0.080829862,0,106.062122,99.24852987,27.71926795,-14.5925606,475,28.4,100,0,23.5,0,0.078,100.1809059
202.692,0.080670396,0,106.062122,99.24852987,27.74192484,-14.77187775,475,28.4,100,0,23.5,0,0.657,100.1809059
202.792,0.080590663,0,106.0331158,99.23889689,27.73545145,-14.5925606,475,28.4,100,0,23.5,0,0.657,100.1638475
202.892,0.080550796,0,106.0331158,99.21963105,27.74192484,-14.65631781,474,28.4,100,0,23.5,0,0.657,100.1604358
202.992,0.080431196,0,106.00411,99.21963105,27.72897805,-14.5925606,474,28.4,100,0,23.5,0,0.657,100.1467887
203.092,0.080351463,0,106.0137785,99.18109989,27.70632116,-14.52880339,474,28.4,100,0,23.5,0,0.657,100.1467887
203.192,0.080311597,0,106.00411,99.18109989,27.71279456,-14.52880339,474,28.4,100,0,23.5,0,0.657,100.1502005
203.292,0.08027173,0,105.9460997,99.16183457,27.74192484,-14.67624193,474,28.4,100,0,23.5,0,0.657,100.1433769
203.392,0.08015213,0,105.9654363,99.15220198,27.71279456,-14.57662129,474,28.4,100,0,23.5,0,0.657,100.1331413
203.492,0.080112264,0,105.9751046,99.14256942,27.73868814,-14.48895513,474,28.4,100,0,23.5,0,0.657,100.1331413
203.592,0.079992664,0,105.9364315,99.13293691,27.68690097,-14.4849703,474,28.4,100,0,23.5,0,0.657,100.1160817
203.692,0.079912931,0,105.955768,99.12330444,27.70308446,-14.54872751,474,28.4,100,0,23.5,0,0.657,100.1194936
203.792,0.079912931,0,105.9460997,99.09440729,27.72897805,-14.50489443,474,28.4,100,0,23.5,0,0.724,100.1092577
203.892,0.079753464,0,105.9170953,99.10403963,27.70632116,-14.48895513,474,28.4,100,0,23.5,0,0.724,100.1024336
203.992,0.079713598,0,105.9170953,99.08477499,27.72897805,-14.469031,474,28.4,100,0,23.5,0,0.724,100.1058457
204.092,0.079593998,0,105.9170953,99.05587836,27.71926795,-14.469031,474,28.4,100,0,23.5,0,0.724,100.0956095
204.192,0.079474398,0,105.9267634,99.04624623,27.70308446,-14.40527379,474,28.4,100,0,23.5,0,0.724,100.1024336
204.292,0.079514265,0,105.9074272,99.04624623,27.71603126,-14.469031,473,28.4,100,0,23.5,0,0.724,100.0921974
204.392,0.079474398,0,105.8687555,99.0269821,27.72897805,-14.46504617,473,28.4,100,0,23.5,0,0.724,100.0887853
204.492,0.079354798,0,105.8397523,99.0269821,27.69013767,-14.36144071,473,28.4,100,0,23.5,0,0.724,100.0887853
204.592,0.079235199,0,105.8590877,99.00771815,27.76781843,-14.42121309,473,28.4,100,0,23.5,0,0.724,100.0751367
204.692,0.079115599,0,105.8590877,98.97882253,27.73221475,-14.3295621,473,28.4,100,0,23.5,0,0.724,100.0785489
204.792,0.079115599,0,105.8300846,98.98845436,27.71926795,-14.44113722,473,28.4,100,0,23.5,0,0.724,100.0614878
204.892,0.079035866,0,105.820417,98.97882253,27.73868814,-14.36144071,473,28.4,100,0,23.5,0,0.073,100.0512509
204.992,0.078956132,0,105.801082,98.959559,27.72250465,-14.26182007,472,28.4,100,0,23.5,0,0.073,100.0580755
205.092,0.078836533,0,105.8107495,98.9499273,27.70632116,-14.32159245,472,28.4,100,0,23.5,0,0.073,100.0512509
205.192,0.0787568,0,105.8107495,98.98845436,27.77429183,-14.3295621,472,28.4,100,0,23.5,0,0.073,100.0580755
205.292,0.0787568,0,105.7624124,98.92103246,27.81636891,-14.27377454,472,28.4,100,0,23.5,0,0.073,100.0444262
205.392,0.0785176,0,105.7624124,98.90176944,27.72250465,-14.38136484,472,28.4,100,0,23.5,0,0.073,100.0444262
205.492,0.078557467,0,105.7624124,98.89213799,27.78076522,-14.27377454,472,28.4,100,0,23.5,0,0.073,100.0444262
205.592,0.078557467,0,105.7624124,98.89213799,27.76458173,-14.22197181,472,28.4,100,0,23.5,0,0.073,100.0410138
205.692,0.078437867,0,105.7624124,98.87287523,27.77429183,-14.37339518,470,28.4,100,0,23.5,0,0.073,100.0376014
205.792,0.0782784,0,105.743078,98.83435021,27.78723862,-14.24588076,470,28.4,100,0,23.5,0,0.073,100.0205392
205.892,0.078198667,0,105.7044096,98.82471906,27.76134503,-14.25783524,470,28.4,100,0,23.5,0,0.073,100.0239517
205.992,0.078079067,0,105.6850757,98.8439814,27.77752853,-14.18212355,470,28.4,100,0,23.5,0,0.075,100.0171267
206.092,0.078039201,0,105.7044096,98.81508795,27.77752853,-14.1741539,470,28.4,100,0,23.5,0,0.075,100.0103017
206.192,0.077959468,0,105.6947427,98.82471906,27.79694872,-14.12235117,470,28.4,100,0,23.5,0,0.075,100.0068892
206.292,0.077919601,0,105.6947427,98.79582587,27.75487164,-14.15422977,470,28.4,100,0,23.5,0,0.075,100.0103017
206.392,0.077800001,0,105.6657421,98.77656395,27.80018541,-14.15422977,470,28.4,100,0,23.5,0,0.075,100.0034766
206.492,0.077800001,0,105.6560753,98.77656395,27.78076522,-14.13032082,470,28.4,100,0,23.5,0,0.075,99.98641347
206.592,0.077640535,0,105.6657421,98.76693306,27.75163494,-14.03866983,470,28.4,100,0,23.5,0,0.075,100.000064
206.692,0.077680402,0,105.6367419,98.75730221,27.78076522,-14.21798698,470,28.4,100,0,23.5,0,0.075,99.98300079
206.792,0.077600668,0,105.6657421,98.7284099,27.75487164,-14.19407803,470,28.4,100,0,23.5,0,0.075,99.98982613
206.892,0.077481069,0,105.6270753,98.69951798,27.69337437,-14.11836634,470,28.4,100,0,23.5,0,0.075,99.97276265
206.992,0.077441202,0,105.6464086,98.71877922,27.71926795,-14.08250291,470,28.4,100,0,23.5,0,0.075,99.96593713
207.092,0.077321602,0,105.6174087,98.66099601,27.71926795,-14.11438152,470,28.4,100,0,23.5,0,0.071,99.9693499
207.192,0.077241869,0,105.6077422,98.68025691,27.76134503,-13.99483675,470,28.4,100,0,23.5,0,0.071,99.95911153
207.292,0.077241869,0,105.5980757,98.65136562,27.67719087,-14.0187457,470,28.4,100,0,23.5,0,0.071,99.95569871
207.392,0.077202003,0,105.5884093,98.68025691,27.72574135,-14.07453326,470,28.4,100,0,23.5,0,0.071,99.94887301
207.492,0.077122269,0,105.5690766,98.66099601,27.72897805,-13.93904919,470,28.4,100,0,23.5,0,0.071,99.94546013
207.592,0.076962803,0,105.5497441,98.65136562,27.75163494,-13.99085192,470,28.4,100,0,23.5,0,0.071,99.94546013
207.692,0.077042536,0,105.578743,98.62247471,27.73221475,-14.03070018,470,28.4,100,0,23.5,0,0.071,99.93180843
207.792,0.076922936,0,105.5594104,98.62247471,27.74192484,-13.99882157,472,28.4,100,0,23.5,0,0.071,99.93522138
207.892,0.076803337,0,105.5304118,98.59358419,27.74839824,-13.93107954,472,28.4,100,0,23.5,0,0.071,99.92839546
207.992,0.07676347,0,105.5594104,98.60321432,27.72897805,-13.99085192,472,28.4,100,0,23.5,0,0.071,99.92498247
208.092,0.076683737,0,105.5304118,98.60321432,27.74516154,-13.99483675,472,28.4,100,0,23.5,0,0.071,99.91474339
208.192,0.07664387,0,105.5207458,98.59358419,27.71926795,-13.98288227,472,28.4,100,0,23.5,0,0.071,99.91474339
208.292,0.076564137,0,105.5207458,98.57432404,27.76458173,-13.94303401,472,28.4,100,0,23.5,0,0.117,99.91133033
208.392,0.076444537,0,105.5110797,98.54543415,27.74516154,-13.95897332,472,28.4,100,0,23.5,0,0.117,99.91133033
208.492,0.076484404,0,105.5014137,98.52617442,27.74516154,-13.93107954,472,28.4,100,0,23.5,0,0.117,99.90109103
208.592,0.076364804,0,105.4917478,98.52617442,27.71603126,-13.89920093,472,28.4,100,0,23.5,0,0.117,99.88743838
208.692,0.076324938,0,105.4917478,98.50691487,27.73868814,-13.83544372,472,28.4,100,0,23.5,0,0.117,99.88743838
208.792,0.076205338,0,105.4530846,98.49728516,27.74516154,-13.85536785,472,28.4,100,0,23.5,0,0.117,99.90791725
208.892,0.076205338,0,105.4337533,98.49728516,27.75810834,-13.90318576,472,28.4,100,0,23.5,0,0.117,99.88061195
208.992,0.076125605,0,105.4724161,98.48765549,27.76458173,-13.89920093,472,28.4,100,0,23.5,0,0.117,99.88743838
209.092,0.076006005,0,105.4434189,98.44913722,27.76458173,-13.87130715,472,28.4,100,0,23.5,0,0.117,99.88061195
209.192,0.075926272,0,105.4337533,98.41061963,27.75810834,-13.84341337,472,28.4,100,0,23.5,0,0.117,99.88402517
209.292,0.075886405,0,105.4337533,98.42987834,27.73868814,-13.89123128,473,28.4,100,0,23.5,0,0.117,99.88061195
209.392,0.075806672,0,105.4144221,98.42024896,27.80018541,-13.85536785,473,28.4,100,0,23.5,0,0.727,99.87378544
209.492,0.075687072,0,105.4240877,98.39136108,27.74516154,-13.77168651,473,28.4,100,0,23.5,0,0.727,99.85671884
209.592,0.075567472,0,105.4240877,98.40099033,27.78400192,-13.93107954,473,28.4,100,0,23.5,0,0.727,99.84989208
209.692,0.075567472,0,105.3950912,98.41061963,27.72897805,-13.82747407,473,28.4,100,0,23.5,0,0.727,99.85330547
209.792,0.075487739,0,105.3757605,98.36247357,27.75810834,-13.68402035,473,28.4,100,0,23.5,0,0.727,99.84989208
209.892,0.075368139,0,105.3950912,98.39136108,27.74516154,-13.8314589,473,28.4,100,0,23.5,0,0.727,99.85671884
209.992,0.075408006,0,105.3854258,98.3721027,27.77105513,-13.81551959,473,28.4,100,0,23.5,0,0.727,99.85330547
210.092,0.075368139,0,105.35643,98.36247357,27.74516154,-13.73582308,473,28.4,100,0,23.5,0,0.727,99.84306524
210.192,0.075208673,0,105.3467648,98.35284449,27.77105513,-13.73582308,473,28.4,100,0,23.5,0,0.727,99.84306524
210.292,0.075089073,0,105.3177695,98.33358645,27.72574135,-13.75176238,473,28.4,100,0,23.5,0,0.727,99.82941134
210.392,0.075049207,0,105.35643,98.29507086,27.77752853,-13.74379273,473,28.4,100,0,23.5,0,0.727,99.83282485
210.492,0.074929607,0,105.3274345,98.29507086,27.78400192,-13.68003552,473,28.4,100,0,23.5,0,0.079,99.82941134
210.592,0.074929607,0,105.3370996,98.29507086,27.826079,-13.7079293,473,28.4,100,0,23.5,0,0.079,99.81575716
210.692,0.074929607,0,105.3274345,98.26618461,27.77752853,-13.57643006,473,28.4,100,0,23.5,0,0.079,99.81575716
210.792,0.074770141,0,105.3081045,98.26618461,27.77105513,-13.68800517,473,28.4,100,0,23.5,0,0.079,99.80892995
210.892,0.074730274,0,105.2984395,98.25655594,27.77105513,-13.66409622,473,28.4,100,0,23.5,0,0.079,99.80210267
210.992,0.074610674,0,105.3081045,98.23729873,27.75810834,-13.64417209,473,28.4,100,0,23.5,0,0.079,99.80551632
211.092,0.074610674,0,105.2887746,98.21804169,27.78723862,-13.58041488,473,28.4,100,0,23.5,0,0.079,99.78503416
211.192,0.074610674,0,105.2501155,98.19878482,27.76134503,-13.65214174,473,28.4,100,0,23.5,0,0.079,99.7884479
211.292,0.074491074,0,105.2404509,98.21804169,27.78400192,-13.56049075,473,28.4,100,0,23.5,0,0.079,99.79186162
211.392,0.074570808,0,105.2791098,98.18915644,27.79694872,-13.57244523,472,28.4,100,0,23.5,0,0.079,99.7884479
211.492,0.074331608,0,105.2307863,98.19878482,27.76458173,-13.54455145,472,28.4,100,0,23.5,0,0.079,99.7816204
211.592,0.074371475,0,105.2307863,98.17952811,27.77105513,-13.59236936,472,28.4,100,0,23.5,0,0.085,99.77479283
211.692,0.074251875,0,105.2307863,98.15064336,27.76781843,-13.5684604,472,28.4,100,0,23.5,0,0.085,99.77137902
211.792,0.074212008,0,105.2307863,98.16027157,27.79371202,-13.5365818,472,28.4,100,0,23.5,0,0.085,99.76455133
211.892,0.074132275,0,105.2211217,98.14101519,27.75810834,-13.54455145,472,28.4,100,0,23.5,0,0.085,99.75772358
211.992,0.074092409,0,105.1921283,98.10250294,27.73868814,-13.51665767,472,28.4,100,0,23.5,0,0.085,99.75089575
212.092,0.074092409,0,105.182464,98.10250294,27.75487164,-13.51267285,474,28.4,100,0,23.5,0,0.085,99.75089575
212.192,0.073932942,0,105.2017927,98.09287498,27.73868814,-13.5365818,474,28.4,100,0,23.5,0,0.085,99.75430968
212.292,0.073813342,0,105.2017927,98.09287498,27.77752853,-13.49673354,474,28.4,100,0,23.5,0,0.085,99.75089575
212.392,0.073893076,0,105.1631354,98.06399135,27.73545145,-13.54853628,474,28.4,100,0,23.5,0,0.085,99.74065387
212.492,0.073773476,0,105.1631354,98.05436356,27.74516154,-13.56447558,474,28.4,100,0,23.5,0,0.085,99.73041183
212.592,0.073773476,0,105.1534712,98.07361918,27.74839824,-13.42899151,474,28.4,100,0,23.5,0,0.085,99.73723988
212.692,0.073653876,0,105.1631354,98.03510809,27.73545145,-13.48876389,474,28.4,100,0,23.5,0,0.074,99.73041183
212.792,0.073693743,0,105.1341429,98.02548042,27.76458173,-13.46485494,475,28.4,100,0,23.5,0,0.074,99.73382586
212.892,0.073574143,0,105.1148148,98.03510809,27.72574135,-13.33335569,475,28.4,100,0,23.5,0,0.074,99.72699778
212.992,0.073414676,0,105.1148148,98.00622521,27.71279456,-13.42899151,475,28.4,100,0,23.5,0,0.074,99.71675552
213.092,0.07337481,0,105.1148148,97.9773427,27.75810834,-13.45290046,475,28.4,100,0,23.5,0,0.074,99.70992725
213.192,0.073295077,0,105.1341429,97.99659767,27.75163494,-13.45290046,475,28.4,100,0,23.5,0,0.074,99.70992725
213.292,0.073295077,0,105.1051508,97.94846056,27.73221475,-13.47680941,475,28.4,100,0,23.5,0,0.074,99.69968471
213.392,0.07313561,0,105.085823,97.93883327,27.71926795,-13.33734052,475,28.4,100,0,23.5,0,0.074,99.70309891
213.492,0.073095744,0,105.1051508,97.92920601,27.70308446,-13.32937087,475,28.4,100,0,23.5,0,0.074,99.67919914
213.592,0.073016011,0,105.0664954,97.93883327,27.71279456,-13.46087011,475,28.4,100,0,23.5,0,0.074,99.68602774
213.692,0.073055877,0,105.0664954,97.90995163,27.68366427,-13.35327982,475,28.4,100,0,23.5,0,0.074,99.68944201
213.792,0.072936277,0,105.0761592,97.92920601,27.73868814,-13.37718877,475,28.4,100,0,23.5,0,0.751,99.68261345
213.892,0.072816678,0,105.047168,97.8906974,27.72574135,-13.30944674,475,28.4,100,0,23.5,0,0.751,99.67919914
213.992,0.072736944,0,105.0278408,97.88107036,27.76781843,-13.31343156,475,28.4,100,0,23.5,0,0.751,99.67578481
214.092,0.072776811,0,105.0375044,97.87144335,27.73868814,-13.42102186,475,28.4,100,0,23.5,0,0.751,99.66895611
214.192,0.072617345,0,105.0568317,97.83293573,27.68690097,-13.21381092,475,28.4,100,0,23.5,0,0.751,99.66895611
214.292,0.072537612,0,105.0375044,97.83293573,27.72574135,-13.33335569,475,28.4,100,0,23.5,0,0.751,99.67237047
214.392,0.072378145,0,105.0278408,97.84256257,27.71279456,-13.29749226,475,28.4,100,0,23.5,0,0.751,99.66554172
214.492,0.072418012,0,105.0085138,97.83293573,27.70955786,-13.16599302,475,28.4,100,0,23.5,0,0.751,99.65529847
214.592,0.072378145,0,105.0085138,97.84256257,27.70308446,-13.22178057,475,28.4,100,0,23.5,0,0.751,99.65188402
214.692,0.072338279,0,104.9988504,97.80405545,27.73221475,-13.17794749,475,28.4,100,0,23.5,0,0.751,99.64505505
214.792,0.072178812,0,104.9698604,97.76554899,27.67719087,-13.26561366,475,28.4,100,0,23.5,0,0.751,99.65188402
214.892,0.072178812,0,104.989187,97.78480214,27.71603126,-13.22975023,474,28.4,100,0,23.5,0,0.789,99.64846954
214.992,0.072059212,0,104.9698604,97.75592247,27.71603126,-13.23771988,474,28.4,100,0,23.5,0,0.789,99.63481147
215.092,0.072059212,0,104.9601971,97.72704318,27.73221475,-13.16997784,474,28.4,100,0,23.5,0,0.789,99.62798232
215.192,0.072059212,0,104.9408708,97.72704318,27.66748078,-13.23373505,474,28.4,100,0,23.5,0,0.789,99.63822601
215.292,0.071859879,0,104.9505339,97.73666957,27.71279456,-13.13809924,474,28.4,100,0,23.5,0,0.789,99.62798232
215.392,0.07174028,0,104.9505339,97.71741683,27.67395418,-13.11419028,474,28.4,100,0,23.5,0,0.789,99.6211531
215.492,0.071820013,0,104.9408708,97.70779052,27.69337437,-13.22178057,474,28.4,100,0,23.5,0,0.789,99.60407973
215.592,0.071660547,0,104.9118817,97.70779052,27.71603126,-13.15403854,474,28.4,100,0,23.5,0,0.789,99.61773846
215.692,0.071660547,0,104.9312077,97.67891184,27.64158719,-13.18193232,474,28.4,100,0,23.5,0,0.789,99.60407973
215.792,0.071540947,0,104.9215447,97.6692857,27.69013767,-13.11817511,474,28.4,100,0,23.5,0,0.789,99.60407973
215.892,0.071540947,0,104.8925558,97.65003353,27.66424408,-13.04644825,474,28.4,100,0,23.5,0,0.789,99.5870059
215.992,0.071421347,0,104.9118817,97.6596596,27.66100738,-13.15802336,474,28.4,100,0,23.5,0,0.063,99.59383548
216.092,0.07138148,0,104.9022187,97.64040751,27.67395418,-13.08231168,474,28.4,100,0,23.5,0,0.063,99.5870059
216.192,0.071341614,0,104.882893,97.64040751,27.67719087,-13.05840272,474,28.4,100,0,23.5,0,0.063,99.59383548
